id,achievement_key,trigger_rule_key,event_names,metric_key,metric_source_table,aggregation_window,scope_key,condition_json,evaluation_timing,idempotency_key_strategy,award_policy,revoke_policy,cooldown_seconds,recommended_for_mvp,notes
ach_trigger_044,adj_conj_master,trigger_adj_conj_master,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,adjective_conjugation_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""adjective_conjugation_accuracy"", ""comparator"": "">="", ""threshold_value"": 85, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_045,te_form_survivor,trigger_te_form_survivor,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,te_form_lessons_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""te_form_lessons_completed"", ""comparator"": "">="", ""threshold_value"": 5, ""threshold_unit"": ""lessons"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_046,kanji_10,trigger_kanji_10,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_047,kanji_25,trigger_kanji_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_048,kanji_50,trigger_kanji_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_049,kanji_80,trigger_kanji_80,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 80, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_050,kanji_103,trigger_kanji_103,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 103, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_051,radical_25,trigger_radical_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,radicals_known_count,user_event_log,lifetime,global,"{""metric_key"": ""radicals_known_count"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_052,stroke_order_50,trigger_stroke_order_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,stroke_order_drills_completed,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""stroke_order_drills_completed"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_053,numbers_100,trigger_numbers_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,numbers_0_100_completed,user_event_log,lifetime,global,"{""metric_key"": ""numbers_0_100_completed"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""numbers"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_054,calendar_master,trigger_calendar_master,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,calendar_time_accuracy,user_event_log,lifetime,global,"{""metric_key"": ""calendar_time_accuracy"", ""comparator"": "">="", ""threshold_value"": 85, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_055,counter_master,trigger_counter_master,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,counter_accuracy,user_event_log,lifetime,global,"{""metric_key"": ""counter_accuracy"", ""comparator"": "">="", ""threshold_value"": 85, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_056,quiz_10,trigger_quiz_10,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,quizzes_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""quizzes_completed"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_057,quiz_50,trigger_quiz_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,quizzes_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""quizzes_completed"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_058,quiz_100,trigger_quiz_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,quizzes_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""quizzes_completed"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_059,quiz_500,trigger_quiz_500,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,quizzes_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""quizzes_completed"", ""comparator"": "">="", ""threshold_value"": 500, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_060,accuracy_70,trigger_accuracy_70,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,overall_quiz_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""overall_quiz_accuracy"", ""comparator"": "">="", ""threshold_value"": 70, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_061,accuracy_80,trigger_accuracy_80,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,overall_quiz_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""overall_quiz_accuracy"", ""comparator"": "">="", ""threshold_value"": 80, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_062,accuracy_90,trigger_accuracy_90,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,overall_quiz_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""overall_quiz_accuracy"", ""comparator"": "">="", ""threshold_value"": 90, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_063,accuracy_95,trigger_accuracy_95,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,overall_quiz_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""overall_quiz_accuracy"", ""comparator"": "">="", ""threshold_value"": 95, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_064,perfect_quiz,trigger_perfect_quiz,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,perfect_quiz_count,user_quiz_attempts,lifetime,global,"{""metric_key"": ""perfect_quiz_count"", ""comparator"": "">="", ""threshold_value"": 1, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_065,perfect_10,trigger_perfect_10,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,perfect_quiz_count,user_quiz_attempts,lifetime,global,"{""metric_key"": ""perfect_quiz_count"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_066,srs_reviews_50,trigger_srs_reviews_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_reviews_completed,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_reviews_completed"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_067,srs_reviews_250,trigger_srs_reviews_250,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_reviews_completed,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_reviews_completed"", ""comparator"": "">="", ""threshold_value"": 250, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_068,srs_reviews_1000,trigger_srs_reviews_1000,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_reviews_completed,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_reviews_completed"", ""comparator"": "">="", ""threshold_value"": 1000, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_069,srs_reviews_5000,trigger_srs_reviews_5000,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_reviews_completed,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_reviews_completed"", ""comparator"": "">="", ""threshold_value"": 5000, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_070,srs_reviews_10000,trigger_srs_reviews_10000,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_reviews_completed,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_reviews_completed"", ""comparator"": "">="", ""threshold_value"": 10000, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_071,srs_zero_due_7,trigger_srs_zero_due_7,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,srs_zero_due_days,user_srs_reviews,lifetime,global,"{""metric_key"": ""srs_zero_due_days"", ""comparator"": "">="", ""threshold_value"": 7, ""threshold_unit"": ""days"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_072,leech_destroyer,trigger_leech_destroyer,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,leeches_recovered,user_srs_reviews,lifetime,global,"{""metric_key"": ""leeches_recovered"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_073,reading_5,trigger_reading_5,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,reading_tasks_completed,user_reading_attempts,lifetime,global,"{""metric_key"": ""reading_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 5, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_074,listening_5,trigger_listening_5,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,listening_tasks_completed,user_listening_attempts,lifetime,global,"{""metric_key"": ""listening_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 5, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_075,reading_25,trigger_reading_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,reading_tasks_completed,user_reading_attempts,lifetime,global,"{""metric_key"": ""reading_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_076,listening_25,trigger_listening_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,listening_tasks_completed,user_listening_attempts,lifetime,global,"{""metric_key"": ""listening_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_077,reading_100,trigger_reading_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,reading_tasks_completed,user_reading_attempts,lifetime,global,"{""metric_key"": ""reading_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_078,listening_100,trigger_listening_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,listening_tasks_completed,user_listening_attempts,lifetime,global,"{""metric_key"": ""listening_tasks_completed"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_079,mock_vocab_pass,trigger_mock_vocab_pass,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,mock_vocab_score,user_mock_attempts,lifetime,global,"{""metric_key"": ""mock_vocab_score"", ""comparator"": "">="", ""threshold_value"": 70, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_080,mock_grammar_reading_pass,trigger_mock_grammar_reading_pass,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,mock_grammar_reading_score,user_mock_attempts,lifetime,global,"{""metric_key"": ""mock_grammar_reading_score"", ""comparator"": "">="", ""threshold_value"": 70, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_081,mock_listening_pass,trigger_mock_listening_pass,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,mock_listening_score,user_mock_attempts,lifetime,global,"{""metric_key"": ""mock_listening_score"", ""comparator"": "">="", ""threshold_value"": 70, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_082,mock_full_pass,trigger_mock_full_pass,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,full_mock_score,user_mock_attempts,lifetime,global,"{""metric_key"": ""full_mock_score"", ""comparator"": "">="", ""threshold_value"": 70, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_083,n5_ready,trigger_n5_ready,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,n5_readiness_score,user_mock_attempts,lifetime,global,"{""metric_key"": ""n5_readiness_score"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_084,night_owl,trigger_night_owl,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,late_night_sessions,user_event_log,lifetime,global,"{""metric_key"": ""late_night_sessions"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,false,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_085,comeback_kid,trigger_comeback_kid,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,comeback_after_break_count,user_event_log,lifetime,global,"{""metric_key"": ""comeback_after_break_count"", ""comparator"": "">="", ""threshold_value"": 1, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_086,mistake_to_mastery,trigger_mistake_to_mastery,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,previous_mistakes_mastered,user_event_log,lifetime,global,"{""metric_key"": ""previous_mistakes_mastered"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_087,romaji_off,trigger_romaji_off,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,romaji_hidden_days,user_event_log,lifetime,global,"{""metric_key"": ""romaji_hidden_days"", ""comparator"": "">="", ""threshold_value"": 7, ""threshold_unit"": ""days"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,false,Run after relevant user event. Use idempotency to avoid duplicate awards.
