id,jlpt_level,set_type,display_order,counter_id,counter_symbol,counter_category,number_value,form_kanji,reading_kana,romaji,reading_alt_kana,romaji_alt,meaning_id,example_noun_jp,example_phrase_jp,example_sentence_jp,example_sentence_id,is_irregular,is_common,recommended_for_quiz,source_url,notes
cnt_form_n5_0105,N5,counter_form_n5,105,ctr_hai,杯,cups_liquid,2,二杯,にはい,nihai,,,dua gelas/cangkir,水,水二杯,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0106,N5,counter_form_n5,106,ctr_hai,杯,cups_liquid,3,三杯,さんばい,sanbai,,,tiga gelas/cangkir,水,水三杯,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0107,N5,counter_form_n5,107,ctr_hai,杯,cups_liquid,4,四杯,よんはい,yonhai,,,empat gelas/cangkir,水,水四杯,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0108,N5,counter_form_n5,108,ctr_hai,杯,cups_liquid,5,五杯,ごはい,gohai,,,lima gelas/cangkir,水,水五杯,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0109,N5,counter_form_n5,109,ctr_hai,杯,cups_liquid,6,六杯,ろっぱい,roppai,,,enam gelas/cangkir,水,水六杯,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0110,N5,counter_form_n5,110,ctr_hai,杯,cups_liquid,7,七杯,ななはい,nanahai,,,tujuh gelas/cangkir,水,水七杯,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0111,N5,counter_form_n5,111,ctr_hai,杯,cups_liquid,8,八杯,はっぱい,happai,,,delapan gelas/cangkir,水,水八杯,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0112,N5,counter_form_n5,112,ctr_hai,杯,cups_liquid,9,九杯,きゅうはい,kyuuhai,,,sembilan gelas/cangkir,水,水九杯,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0113,N5,counter_form_n5,113,ctr_hai,杯,cups_liquid,10,十杯,じゅっぱい,juppai,じっぱい,jippai,sepuluh gelas/cangkir,水,水十杯,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0114,N5,counter_form_n5,114,ctr_hai,杯,cups_liquid,how_many,何杯,なんばい,nanbai,,,berapa gelas/cangkir,水,水は何杯ですか,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0115,N5,counter_form_n5,115,ctr_sai,歳,age,1,一歳,いっさい,issai,,,umur satu tahun,妹,妹一歳,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0116,N5,counter_form_n5,116,ctr_sai,歳,age,2,二歳,にさい,nisai,,,umur dua tahun,妹,妹二歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0117,N5,counter_form_n5,117,ctr_sai,歳,age,3,三歳,さんさい,sansai,,,umur tiga tahun,妹,妹三歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0118,N5,counter_form_n5,118,ctr_sai,歳,age,4,四歳,よんさい,yonsai,,,umur empat tahun,妹,妹四歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0119,N5,counter_form_n5,119,ctr_sai,歳,age,5,五歳,ごさい,gosai,,,umur lima tahun,妹,妹五歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0120,N5,counter_form_n5,120,ctr_sai,歳,age,6,六歳,ろくさい,rokusai,,,umur enam tahun,妹,妹六歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0121,N5,counter_form_n5,121,ctr_sai,歳,age,7,七歳,ななさい,nanasai,,,umur tujuh tahun,妹,妹七歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0122,N5,counter_form_n5,122,ctr_sai,歳,age,8,八歳,はっさい,hassai,,,umur delapan tahun,妹,妹八歳,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0123,N5,counter_form_n5,123,ctr_sai,歳,age,9,九歳,きゅうさい,kyuusai,,,umur sembilan tahun,妹,妹九歳,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0124,N5,counter_form_n5,124,ctr_sai,歳,age,10,十歳,じゅっさい,jussai,じっさい,jissai,umur sepuluh tahun,妹,妹十歳,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0125,N5,counter_form_n5,125,ctr_sai,歳,age,20,二十歳,はたち,hatachi,,,umur dua puluh tahun,妹,妹二十歳,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0126,N5,counter_form_n5,126,ctr_sai,歳,age,how_many,何歳,なんさい,nansai,,,umur berapa,妹,妹は何歳ですか,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0127,N5,counter_form_n5,127,ctr_en,円,money,1,一円,いちえん,ichien,,,satu yen,お金,一円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0128,N5,counter_form_n5,128,ctr_en,円,money,2,二円,にえん,nien,,,dua yen,お金,二円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0129,N5,counter_form_n5,129,ctr_en,円,money,3,三円,さんえん,san'en,,,tiga yen,お金,三円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0130,N5,counter_form_n5,130,ctr_en,円,money,4,四円,よえん,yoen,よんえん,yon'en,empat yen,お金,四円,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0131,N5,counter_form_n5,131,ctr_en,円,money,5,五円,ごえん,goen,,,lima yen,お金,五円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0132,N5,counter_form_n5,132,ctr_en,円,money,6,六円,ろくえん,rokuen,,,enam yen,お金,六円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0133,N5,counter_form_n5,133,ctr_en,円,money,7,七円,ななえん,nanaen,,,tujuh yen,お金,七円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0134,N5,counter_form_n5,134,ctr_en,円,money,8,八円,はちえん,hachien,,,delapan yen,お金,八円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0135,N5,counter_form_n5,135,ctr_en,円,money,9,九円,きゅうえん,kyuuen,,,sembilan yen,お金,九円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0136,N5,counter_form_n5,136,ctr_en,円,money,10,十円,じゅうえん,juuen,,,sepuluh yen,お金,十円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0137,N5,counter_form_n5,137,ctr_en,円,money,100,百円,ひゃくえん,hyakuen,,,seratus yen,お金,百円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0138,N5,counter_form_n5,138,ctr_en,円,money,1000,千円,せんえん,sen'en,,,seribu yen,お金,千円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0139,N5,counter_form_n5,139,ctr_en,円,money,10000,一万円,いちまんえん,ichiman'en,,,sepuluh ribu yen,お金,一万円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0140,N5,counter_form_n5,140,ctr_en,円,money,how_many,何円,なんえん,nan'en,,,berapa yen,お金,何円,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0141,N5,counter_form_n5,141,ctr_ji,時,clock_time,1,一時,いちじ,ichiji,,,jam satu,時間,一時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0142,N5,counter_form_n5,142,ctr_ji,時,clock_time,2,二時,にじ,niji,,,jam dua,時間,二時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0143,N5,counter_form_n5,143,ctr_ji,時,clock_time,3,三時,さんじ,sanji,,,jam tiga,時間,三時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0144,N5,counter_form_n5,144,ctr_ji,時,clock_time,4,四時,よじ,yoji,,,jam empat,時間,四時,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0145,N5,counter_form_n5,145,ctr_ji,時,clock_time,5,五時,ごじ,goji,,,jam lima,時間,五時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0146,N5,counter_form_n5,146,ctr_ji,時,clock_time,6,六時,ろくじ,rokuji,,,jam enam,時間,六時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0147,N5,counter_form_n5,147,ctr_ji,時,clock_time,7,七時,しちじ,shichiji,,,jam tujuh,時間,七時,七時に起きます。,Saya bangun jam tujuh.,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0148,N5,counter_form_n5,148,ctr_ji,時,clock_time,8,八時,はちじ,hachiji,,,jam delapan,時間,八時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0149,N5,counter_form_n5,149,ctr_ji,時,clock_time,9,九時,くじ,kuji,,,jam sembilan,時間,九時,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0150,N5,counter_form_n5,150,ctr_ji,時,clock_time,10,十時,じゅうじ,juuji,,,jam sepuluh,時間,十時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0151,N5,counter_form_n5,151,ctr_ji,時,clock_time,11,十一時,じゅういちじ,juuichiji,,,jam sebelas,時間,十一時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0152,N5,counter_form_n5,152,ctr_ji,時,clock_time,12,十二時,じゅうにじ,juuniji,,,jam dua belas,時間,十二時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0153,N5,counter_form_n5,153,ctr_ji,時,clock_time,how_many,何時,なんじ,nanji,,,jam berapa,時間,何時,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0154,N5,counter_form_n5,154,ctr_fun,分,minutes,1,一分,いっぷん,ippun,,,satu menit,時間,一分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0155,N5,counter_form_n5,155,ctr_fun,分,minutes,2,二分,にふん,nifun,,,dua menit,時間,二分,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0156,N5,counter_form_n5,156,ctr_fun,分,minutes,3,三分,さんぷん,sanpun,さんふん,sanfun,tiga menit,時間,三分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0157,N5,counter_form_n5,157,ctr_fun,分,minutes,4,四分,よんぷん,yonpun,よんふん,yonfun,empat menit,時間,四分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0158,N5,counter_form_n5,158,ctr_fun,分,minutes,5,五分,ごふん,gofun,,,lima menit,時間,五分,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0159,N5,counter_form_n5,159,ctr_fun,分,minutes,6,六分,ろっぷん,roppun,,,enam menit,時間,六分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0160,N5,counter_form_n5,160,ctr_fun,分,minutes,7,七分,ななふん,nanafun,,,tujuh menit,時間,七分,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0161,N5,counter_form_n5,161,ctr_fun,分,minutes,8,八分,はっぷん,happun,はちふん,hachifun,delapan menit,時間,八分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0162,N5,counter_form_n5,162,ctr_fun,分,minutes,9,九分,きゅうふん,kyuufun,,,sembilan menit,時間,九分,,,false,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0163,N5,counter_form_n5,163,ctr_fun,分,minutes,10,十分,じゅっぷん,juppun,じっぷん,jippun,sepuluh menit,時間,十分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0164,N5,counter_form_n5,164,ctr_fun,分,minutes,30,三十分,さんじゅっぷん,sanjuppun,さんじっぷん,sanjippun,tiga puluh menit,時間,三十分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0165,N5,counter_form_n5,165,ctr_fun,分,minutes,how_many,何分,なんぷん,nanpun,,,berapa menit,時間,何分,,,true,true,true,https://preply.com/en/blog/japanese-counters/,
cnt_form_n5_0166,N5,counter_form_n5,166,ctr_jikan,時間,duration_hours,1,一時間,いちじかん,ichijikan,,,satu jam,期間,一時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0167,N5,counter_form_n5,167,ctr_jikan,時間,duration_hours,2,二時間,にじかん,nijikan,,,dua jam,期間,二時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0168,N5,counter_form_n5,168,ctr_jikan,時間,duration_hours,3,三時間,さんじかん,sanjikan,,,tiga jam,期間,三時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0169,N5,counter_form_n5,169,ctr_jikan,時間,duration_hours,4,四時間,よじかん,yojikan,,,empat jam,期間,四時間,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0170,N5,counter_form_n5,170,ctr_jikan,時間,duration_hours,5,五時間,ごじかん,gojikan,,,lima jam,期間,五時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0171,N5,counter_form_n5,171,ctr_jikan,時間,duration_hours,6,六時間,ろくじかん,rokujikan,,,enam jam,期間,六時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0172,N5,counter_form_n5,172,ctr_jikan,時間,duration_hours,7,七時間,ななじかん,nanajikan,,,tujuh jam,期間,七時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0173,N5,counter_form_n5,173,ctr_jikan,時間,duration_hours,8,八時間,はちじかん,hachijikan,,,delapan jam,期間,八時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0174,N5,counter_form_n5,174,ctr_jikan,時間,duration_hours,9,九時間,きゅうじかん,kyuujikan,,,sembilan jam,期間,九時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0175,N5,counter_form_n5,175,ctr_jikan,時間,duration_hours,10,十時間,じゅうじかん,juujikan,,,sepuluh jam,期間,十時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0176,N5,counter_form_n5,176,ctr_jikan,時間,duration_hours,how_many,何時間,なんじかん,nanjikan,,,berapa jam,期間,何時間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0177,N5,counter_form_n5,177,ctr_shuukan,週間,duration_weeks,1,一週間,いっしゅうかん,isshuukan,,,satu minggu,期間,一週間,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0178,N5,counter_form_n5,178,ctr_shuukan,週間,duration_weeks,2,二週間,にしゅうかん,nishuukan,,,dua minggu,期間,二週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0179,N5,counter_form_n5,179,ctr_shuukan,週間,duration_weeks,3,三週間,さんしゅうかん,sanshuukan,,,tiga minggu,期間,三週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0180,N5,counter_form_n5,180,ctr_shuukan,週間,duration_weeks,4,四週間,よんしゅうかん,yonshuukan,,,empat minggu,期間,四週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0181,N5,counter_form_n5,181,ctr_shuukan,週間,duration_weeks,5,五週間,ごしゅうかん,goshuukan,,,lima minggu,期間,五週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0182,N5,counter_form_n5,182,ctr_shuukan,週間,duration_weeks,6,六週間,ろくしゅうかん,rokushuukan,,,enam minggu,期間,六週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0183,N5,counter_form_n5,183,ctr_shuukan,週間,duration_weeks,7,七週間,ななしゅうかん,nanashuukan,,,tujuh minggu,期間,七週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0184,N5,counter_form_n5,184,ctr_shuukan,週間,duration_weeks,8,八週間,はっしゅうかん,hasshuukan,,,delapan minggu,期間,八週間,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0185,N5,counter_form_n5,185,ctr_shuukan,週間,duration_weeks,9,九週間,きゅうしゅうかん,kyuushuukan,,,sembilan minggu,期間,九週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0186,N5,counter_form_n5,186,ctr_shuukan,週間,duration_weeks,10,十週間,じゅっしゅうかん,jusshuukan,,,sepuluh minggu,期間,十週間,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0187,N5,counter_form_n5,187,ctr_shuukan,週間,duration_weeks,how_many,何週間,なんしゅうかん,nanshuukan,,,berapa minggu,期間,何週間,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0188,N5,counter_form_n5,188,ctr_kagetsu,ヶ月,duration_months,1,一ヶ月,いっかげつ,ikkagetsu,,,satu bulan,期間,一ヶ月,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0189,N5,counter_form_n5,189,ctr_kagetsu,ヶ月,duration_months,2,二ヶ月,にかげつ,nikagetsu,,,dua bulan,期間,二ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0190,N5,counter_form_n5,190,ctr_kagetsu,ヶ月,duration_months,3,三ヶ月,さんかげつ,sankagetsu,,,tiga bulan,期間,三ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0191,N5,counter_form_n5,191,ctr_kagetsu,ヶ月,duration_months,4,四ヶ月,よんかげつ,yonkagetsu,,,empat bulan,期間,四ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0192,N5,counter_form_n5,192,ctr_kagetsu,ヶ月,duration_months,5,五ヶ月,ごかげつ,gokagetsu,,,lima bulan,期間,五ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0193,N5,counter_form_n5,193,ctr_kagetsu,ヶ月,duration_months,6,六ヶ月,ろっかげつ,rokkagetsu,,,enam bulan,期間,六ヶ月,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0194,N5,counter_form_n5,194,ctr_kagetsu,ヶ月,duration_months,7,七ヶ月,ななかげつ,nanakagetsu,,,tujuh bulan,期間,七ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0195,N5,counter_form_n5,195,ctr_kagetsu,ヶ月,duration_months,8,八ヶ月,はっかげつ,hakkagetsu,,,delapan bulan,期間,八ヶ月,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0196,N5,counter_form_n5,196,ctr_kagetsu,ヶ月,duration_months,9,九ヶ月,きゅうかげつ,kyuukagetsu,,,sembilan bulan,期間,九ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0197,N5,counter_form_n5,197,ctr_kagetsu,ヶ月,duration_months,10,十ヶ月,じゅっかげつ,jukkagetsu,,,sepuluh bulan,期間,十ヶ月,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0198,N5,counter_form_n5,198,ctr_kagetsu,ヶ月,duration_months,how_many,何ヶ月,なんかげつ,nankagetsu,,,berapa bulan,期間,何ヶ月,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0199,N5,counter_form_n5,199,ctr_nen,年,years,1,一年,いちねん,ichinen,,,satu tahun,期間,一年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0200,N5,counter_form_n5,200,ctr_nen,年,years,2,二年,にねん,ninen,,,dua tahun,期間,二年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0201,N5,counter_form_n5,201,ctr_nen,年,years,3,三年,さんねん,sannen,,,tiga tahun,期間,三年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0202,N5,counter_form_n5,202,ctr_nen,年,years,4,四年,よねん,yonen,,,empat tahun,期間,四年,,,true,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0203,N5,counter_form_n5,203,ctr_nen,年,years,5,五年,ごねん,gonen,,,lima tahun,期間,五年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0204,N5,counter_form_n5,204,ctr_nen,年,years,6,六年,ろくねん,rokunen,,,enam tahun,期間,六年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0205,N5,counter_form_n5,205,ctr_nen,年,years,7,七年,ななねん,nananen,,,tujuh tahun,期間,七年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0206,N5,counter_form_n5,206,ctr_nen,年,years,8,八年,はちねん,hachinen,,,delapan tahun,期間,八年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0207,N5,counter_form_n5,207,ctr_nen,年,years,9,九年,きゅうねん,kyuunen,,,sembilan tahun,期間,九年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0208,N5,counter_form_n5,208,ctr_nen,年,years,10,十年,じゅうねん,juunen,,,sepuluh tahun,期間,十年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
cnt_form_n5_0209,N5,counter_form_n5,209,ctr_nen,年,years,how_many,何年,なんねん,nannen,,,berapa tahun,期間,何年,,,false,true,true,https://www.tofugu.com/japanese-grammar/date-and-time/,
