id,jlpt_level,set_type,display_order,kanji,unicode_codepoint,unicode_name,stroke_count,onyomi_romaji,onyomi_katakana,kunyomi_romaji,kunyomi_hiragana,meaning_en,meaning_id,example_word,example_reading,example_romaji,example_meaning_id,example_sentence_jp,example_sentence_id,mnemonic_id,radical_kanji,audio_path,stroke_order_path,source_url,secondary_source_url,notes
kanji_n5_035,N5,core_80_common_n5,35,外,U+5916,CJK UNIFIED IDEOGRAPH-5916,5,"gai, ge","ガイ, ゲ","soto, hoka, hazu(su), to-","そと, ほか, はず(す), と-","outside, other",luar; selain,外,そと,soto,luar,外は寒いです。,Di luar dingin.,Malam/sisi luar rumah: di luar.,夕,/assets/audio/kanji/n5/035_外.mp3,/assets/stroke-order/kanji/5916.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_036,N5,core_80_common_n5,36,八,U+516B,CJK UNIFIED IDEOGRAPH-516B,2,hachi,ハチ,"ya(tsu), you","や(つ), よう",eight,delapan,八つ,やっつ,yattsu,delapan buah,八つあります。,Ada delapan buah.,Dua garis terbuka seperti sesuatu terbelah jadi delapan.,八,/assets/audio/kanji/n5/036_八.mp3,/assets/stroke-order/kanji/516b.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_037,N5,core_80_common_n5,37,六,U+516D,CJK UNIFIED IDEOGRAPH-516D,4,roku,ロク,"mu(tsu), mui","む(つ), むい",six,enam,六つ,むっつ,muttsu,enam buah,六つください。,Tolong beri enam buah.,Atap dengan dua kaki; ingat sebagai simbol enam.,八,/assets/audio/kanji/n5/037_六.mp3,/assets/stroke-order/kanji/516d.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_038,N5,core_80_common_n5,38,下,U+4E0B,CJK UNIFIED IDEOGRAPH-4E0B,3,"ka, ge","カ, ゲ","shita, shimo, moto, sa(geru), kuda(ru), o(rosu)","した, しも, もと, さ(げる), くだ(る), お(ろす)","below, down, low",bawah; turun; rendah,下,した,shita,bawah,猫は机の下にいます。,Kucing ada di bawah meja.,Tanda kecil berada di bawah garis dasar.,一,/assets/audio/kanji/n5/038_下.mp3,/assets/stroke-order/kanji/4e0b.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_039,N5,core_80_common_n5,39,来,U+6765,CJK UNIFIED IDEOGRAPH-6765,7,"rai, tai","ライ, タイ","kuru, kitaru, ki, ko","く(る), きた(る), き, こ","come, next",datang; berikutnya,来る,くる,kuru,datang,友だちが来ます。,Teman saya datang.,Sesuatu mendekat seperti tanaman/pohon datang ke arahmu.,木,/assets/audio/kanji/n5/039_来.mp3,/assets/stroke-order/kanji/6765.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_040,N5,core_80_common_n5,40,気,U+6C17,CJK UNIFIED IDEOGRAPH-6C17,6,"ki, ke","キ, ケ",iki,いき,"spirit, mind, air, mood",semangat; udara; suasana,天気,てんき,tenki,cuaca,今日は天気がいいです。,Cuaca hari ini bagus.,"Udara/energi yang mengalir, vibe-nya kerasa.",气,/assets/audio/kanji/n5/040_気.mp3,/assets/stroke-order/kanji/6c17.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_041,N5,core_80_common_n5,41,小,U+5C0F,CJK UNIFIED IDEOGRAPH-5C0F,3,shou,ショウ,"chii(sai), ko-, o-, sa-","ちい(さい), こ-, お-, さ-","small, little",kecil,小さい,ちいさい,chiisai,kecil,小さい犬です。,Ini anjing kecil.,Garis utama dengan titik kecil di sampingnya.,小,/assets/audio/kanji/n5/041_小.mp3,/assets/stroke-order/kanji/5c0f.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_042,N5,core_80_common_n5,42,七,U+4E03,CJK UNIFIED IDEOGRAPH-4E03,2,shichi,シチ,"nana(tsu), nano","なな(つ), なの",seven,tujuh,七つ,ななつ,nanatsu,tujuh buah,七つあります。,Ada tujuh buah.,Garis dengan kait; angka tujuh yang nyasar jadi kanji.,一,/assets/audio/kanji/n5/042_七.mp3,/assets/stroke-order/kanji/4e03.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_043,N5,core_80_common_n5,43,山,U+5C71,CJK UNIFIED IDEOGRAPH-5C71,3,"san, sen","サン, セン",yama,やま,mountain,gunung,山,やま,yama,gunung,山に登ります。,Saya mendaki gunung.,"Tiga puncak gunung, visualnya to the point.",山,/assets/audio/kanji/n5/043_山.mp3,/assets/stroke-order/kanji/5c71.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_044,N5,core_80_common_n5,44,話,U+8A71,CJK UNIFIED IDEOGRAPH-8A71,13,wa,ワ,"hana(su), hanashi","はな(す), はなし","talk, tale, story",bicara; cerita,話す,はなす,hanasu,berbicara,日本語を話します。,Saya berbicara bahasa Jepang.,Kata + lidah: alat utama buat ngobrol.,言,/assets/audio/kanji/n5/044_話.mp3,/assets/stroke-order/kanji/8a71.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_045,N5,core_80_common_n5,45,女,U+5973,CJK UNIFIED IDEOGRAPH-5973,3,"jo, nyo","ジョ, ニョ","onna, me","おんな, め","woman, female",perempuan; wanita,女の人,おんなのひと,onna no hito,perempuan/wanita,女の人がいます。,Ada seorang perempuan.,"Sosok perempuan duduk, bentuk kanji klasik.",女,/assets/audio/kanji/n5/045_女.mp3,/assets/stroke-order/kanji/5973.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_046,N5,core_80_common_n5,46,北,U+5317,CJK UNIFIED IDEOGRAPH-5317,5,hoku,ホク,kita,きた,north,utara,北,きた,kita,utara,北へ行きます。,Saya pergi ke utara.,Dua orang saling membelakangi; arah dingin: utara.,匕,/assets/audio/kanji/n5/046_北.mp3,/assets/stroke-order/kanji/5317.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_047,N5,core_80_common_n5,47,午,U+5348,CJK UNIFIED IDEOGRAPH-5348,4,go,ゴ,uma,うま,"noon, sign of the horse",tengah hari; shio kuda,午後,ごご,gogo,sore/PM,午後に会います。,Mari bertemu sore nanti.,Tengah hari ditandai garis yang tegak.,十,/assets/audio/kanji/n5/047_午.mp3,/assets/stroke-order/kanji/5348.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_048,N5,core_80_common_n5,48,百,U+767E,CJK UNIFIED IDEOGRAPH-767E,6,"hyaku, byaku","ヒャク, ビャク",momo,もも,hundred,seratus,百,ひゃく,hyaku,seratus,これは百円です。,Ini seratus yen.,Satu di atas putih; anggap 'seratus' yang terang.,白,/assets/audio/kanji/n5/048_百.mp3,/assets/stroke-order/kanji/767e.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_049,N5,core_80_common_n5,49,書,U+66F8,CJK UNIFIED IDEOGRAPH-66F8,10,sho,ショ,ka(ku),か(く),write,menulis,書く,かく,kaku,menulis,名前を書きます。,Saya menulis nama.,Tangan menggores banyak garis jadi tulisan.,曰,/assets/audio/kanji/n5/049_書.mp3,/assets/stroke-order/kanji/66f8.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_050,N5,core_80_common_n5,50,先,U+5148,CJK UNIFIED IDEOGRAPH-5148,6,sen,セン,"saki, ma(zu)","さき, ま(ず)","before, ahead, previous, future",sebelum; depan; lebih dulu,先生,せんせい,sensei,guru,先生に聞きます。,Saya bertanya kepada guru.,Orang dengan kaki berada di depan: yang duluan.,儿,/assets/audio/kanji/n5/050_先.mp3,/assets/stroke-order/kanji/5148.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_051,N5,core_80_common_n5,51,名,U+540D,CJK UNIFIED IDEOGRAPH-540D,6,"mei, myou","メイ, ミョウ",na,な,"name, reputation",nama; reputasi,名前,なまえ,namae,nama,名前を書いてください。,Tolong tulis nama Anda.,Malam + mulut: nama dipanggil saat gelap.,口,/assets/audio/kanji/n5/051_名.mp3,/assets/stroke-order/kanji/540d.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_052,N5,core_80_common_n5,52,川,U+5DDD,CJK UNIFIED IDEOGRAPH-5DDD,3,sen,セン,kawa,かわ,"river, stream",sungai,川,かわ,kawa,sungai,川の水はきれいです。,Air sungai itu bersih.,Tiga aliran air: sungai mengalir.,川,/assets/audio/kanji/n5/052_川.mp3,/assets/stroke-order/kanji/5ddd.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_053,N5,core_80_common_n5,53,千,U+5343,CJK UNIFIED IDEOGRAPH-5343,3,sen,セン,chi,ち,thousand,seribu,千円,せんえん,sen'en,seribu yen,千円あります。,Saya punya seribu yen.,Sepuluh dengan garis tambahan jadi seribu.,十,/assets/audio/kanji/n5/053_千.mp3,/assets/stroke-order/kanji/5343.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_054,N5,core_80_common_n5,54,水,U+6C34,CJK UNIFIED IDEOGRAPH-6C34,4,sui,スイ,mizu,みず,water,air,水,みず,mizu,air,水を飲みます。,Saya minum air.,Percikan air bercabang ke kiri-kanan.,水,/assets/audio/kanji/n5/054_水.mp3,/assets/stroke-order/kanji/6c34.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_055,N5,core_80_common_n5,55,半,U+534A,CJK UNIFIED IDEOGRAPH-534A,5,han,ハン,naka(ba),なか(ば),"half, middle, semi",setengah; tengah,半分,はんぶん,hanbun,setengah,ケーキを半分食べます。,Saya makan setengah kue.,Garis terbelah dua: setengah.,十,/assets/audio/kanji/n5/055_半.mp3,/assets/stroke-order/kanji/534a.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_056,N5,core_80_common_n5,56,男,U+7537,CJK UNIFIED IDEOGRAPH-7537,7,"dan, nan","ダン, ナン","otoko, o","おとこ, お","male, man",laki-laki; pria,男の人,おとこのひと,otoko no hito,laki-laki/pria,男の人がいます。,Ada seorang laki-laki.,Ladang + tenaga: pekerja di ladang (mnemonic klasik).,田,/assets/audio/kanji/n5/056_男.mp3,/assets/stroke-order/kanji/7537.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_057,N5,core_80_common_n5,57,西,U+897F,CJK UNIFIED IDEOGRAPH-897F,6,"sei, sai","セイ, サイ",nishi,にし,west,barat,西,にし,nishi,barat,西へ行きます。,Saya pergi ke barat.,Burung kembali ke sarang saat matahari ke barat.,襾,/assets/audio/kanji/n5/057_西.mp3,/assets/stroke-order/kanji/897f.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_058,N5,core_80_common_n5,58,電,U+96FB,CJK UNIFIED IDEOGRAPH-96FB,13,den,デン,,,"electricity, electric powered",listrik,電車,でんしゃ,densha,kereta listrik,電車に乗ります。,Saya naik kereta.,Hujan + kilat/listrik: tenaga dari langit.,雨,/assets/audio/kanji/n5/058_電.mp3,/assets/stroke-order/kanji/96fb.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_059,N5,core_80_common_n5,59,校,U+6821,CJK UNIFIED IDEOGRAPH-6821,10,kou,コウ,,,"school, exam",sekolah,学校,がっこう,gakkou,sekolah,学校は近いです。,Sekolahnya dekat.,Pohon + pertukaran; bayangkan halaman sekolah.,木,/assets/audio/kanji/n5/059_校.mp3,/assets/stroke-order/kanji/6821.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_060,N5,core_80_common_n5,60,語,U+8A9E,CJK UNIFIED IDEOGRAPH-8A9E,14,go,ゴ,kata(ru),かた(る),"word, speech, language",bahasa; kata; ucapan,日本語,にほんご,nihongo,bahasa Jepang,日本語を勉強します。,Saya belajar bahasa Jepang.,Kata + mulut: bahasa keluar dari mulut.,言,/assets/audio/kanji/n5/060_語.mp3,/assets/stroke-order/kanji/8a9e.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_061,N5,core_80_common_n5,61,土,U+571F,CJK UNIFIED IDEOGRAPH-571F,3,"do, to","ド, ト",tsuchi,つち,"soil, earth, ground",tanah; bumi,土曜日,どようび,doyoubi,Sabtu,土曜日に休みます。,Saya libur hari Sabtu.,Salib berdiri di atas tanah.,土,/assets/audio/kanji/n5/061_土.mp3,/assets/stroke-order/kanji/571f.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_062,N5,core_80_common_n5,62,木,U+6728,CJK UNIFIED IDEOGRAPH-6728,4,"boku, moku","ボク, モク","ki, ko","き, こ","tree, wood",pohon; kayu,木,き,ki,pohon,木の下で休みます。,Saya beristirahat di bawah pohon.,Kanji pohon yang paling pohon banget.,木,/assets/audio/kanji/n5/062_木.mp3,/assets/stroke-order/kanji/6728.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_063,N5,core_80_common_n5,63,聞,U+805E,CJK UNIFIED IDEOGRAPH-805E,14,"bun, mon","ブン, モン",ki(ku),き(く),"hear, listen, ask",mendengar; mendengarkan; bertanya,聞く,きく,kiku,mendengar/bertanya,音楽を聞きます。,Saya mendengarkan musik.,Telinga di dalam pintu: mendengar dari balik pintu.,耳,/assets/audio/kanji/n5/063_聞.mp3,/assets/stroke-order/kanji/805e.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_064,N5,core_80_common_n5,64,食,U+98DF,CJK UNIFIED IDEOGRAPH-98DF,9,"shoku, jiki","ショク, ジキ","k(u), ta(beru), ha(mu)","く(う), た(べる), は(む)","eat, food",makan; makanan,食べる,たべる,taberu,makan,パンを食べます。,Saya makan roti.,Bentuk seperti tutup/mangkuk makanan.,食,/assets/audio/kanji/n5/064_食.mp3,/assets/stroke-order/kanji/98df.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_065,N5,core_80_common_n5,65,車,U+8ECA,CJK UNIFIED IDEOGRAPH-8ECA,7,sha,シャ,kuruma,くるま,"car, wheel",mobil; kendaraan; roda,車,くるま,kuruma,mobil,車で行きます。,Saya pergi dengan mobil.,Roda/kereta dilihat dari atas.,車,/assets/audio/kanji/n5/065_車.mp3,/assets/stroke-order/kanji/8eca.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_066,N5,core_80_common_n5,66,何,U+4F55,CJK UNIFIED IDEOGRAPH-4F55,7,ka,カ,"nani, nan","なに, なん",what,apa,何,なに,nani,apa,これは何ですか。,Ini apa?,Orang + bisa: orang bertanya 'apa ini bisa?',亻,/assets/audio/kanji/n5/066_何.mp3,/assets/stroke-order/kanji/4f55.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_067,N5,core_80_common_n5,67,南,U+5357,CJK UNIFIED IDEOGRAPH-5357,9,"nan, na","ナン, ナ",minami,みなみ,south,selatan,南,みなみ,minami,selatan,南へ行きます。,Saya pergi ke selatan.,Arah selatan; bayangkan kompas dengan ornamen di bawah.,十,/assets/audio/kanji/n5/067_南.mp3,/assets/stroke-order/kanji/5357.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_068,N5,core_80_common_n5,68,万,U+4E07,CJK UNIFIED IDEOGRAPH-4E07,3,"man, ban","マン, バン",,,ten thousand,sepuluh ribu,一万,いちまん,ichiman,sepuluh ribu,一万円あります。,Saya punya sepuluh ribu yen.,Bentuk kecil tapi nilainya gede: sepuluh ribu.,一,/assets/audio/kanji/n5/068_万.mp3,/assets/stroke-order/kanji/4e07.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_069,N5,core_80_common_n5,69,毎,U+6BCE,CJK UNIFIED IDEOGRAPH-6BCE,6,mai,マイ,goto(ni),ごと(に),every,setiap,毎日,まいにち,mainichi,setiap hari,毎日勉強します。,Saya belajar setiap hari.,Setiap hari diulang seperti rutinitas ibu/rumah.,毋,/assets/audio/kanji/n5/069_毎.mp3,/assets/stroke-order/kanji/6bce.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
