id,jlpt_level,set_type,display_order,kanji,unicode_codepoint,unicode_name,stroke_count,onyomi_romaji,onyomi_katakana,kunyomi_romaji,kunyomi_hiragana,meaning_en,meaning_id,example_word,example_reading,example_romaji,example_meaning_id,example_sentence_jp,example_sentence_id,mnemonic_id,radical_kanji,audio_path,stroke_order_path,source_url,secondary_source_url,notes
kanji_n5_070,N5,core_80_common_n5,70,白,U+767D,CJK UNIFIED IDEOGRAPH-767D,5,"haku, byaku","ハク, ビャク","shiro(i), shiro","しろ(い), しろ",white,putih,白い,しろい,shiroi,putih,白い紙です。,Ini kertas putih.,Matahari terang sampai tampak putih.,白,/assets/audio/kanji/n5/070_白.mp3,/assets/stroke-order/kanji/767d.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_071,N5,core_80_common_n5,71,天,U+5929,CJK UNIFIED IDEOGRAPH-5929,4,ten,テン,"amatsu, ame, ama","あまつ, あめ, あま","heaven, sky",langit; surga,天気,てんき,tenki,cuaca,天気がいいです。,Cuacanya bagus.,Garis langit berada di atas orang besar.,大,/assets/audio/kanji/n5/071_天.mp3,/assets/stroke-order/kanji/5929.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_072,N5,core_80_common_n5,72,母,U+6BCD,CJK UNIFIED IDEOGRAPH-6BCD,5,bo,ボ,"haha, kaa","はは, かあ",mother,ibu,母,はは,haha,ibu saya,母は先生です。,Ibu saya guru.,Bentuk ibu dengan dua titik seperti perhatian ekstra.,毋,/assets/audio/kanji/n5/072_母.mp3,/assets/stroke-order/kanji/6bcd.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_073,N5,core_80_common_n5,73,火,U+706B,CJK UNIFIED IDEOGRAPH-706B,4,ka,カ,"hi, bi, ho","ひ, -び, ほ-",fire,api,火曜日,かようび,kayoubi,Selasa,火曜日に行きます。,Saya pergi hari Selasa.,Api menyala dengan percikan kiri-kanan.,火,/assets/audio/kanji/n5/073_火.mp3,/assets/stroke-order/kanji/706b.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_074,N5,core_80_common_n5,74,右,U+53F3,CJK UNIFIED IDEOGRAPH-53F3,5,"u, yuu","ウ, ユウ",migi,みぎ,right (direction),kanan,右,みぎ,migi,kanan,右に曲がってください。,Tolong belok kanan.,Tangan kanan dekat mulut—mnemonic arah kanan.,口,/assets/audio/kanji/n5/074_右.mp3,/assets/stroke-order/kanji/53f3.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_075,N5,core_80_common_n5,75,読,U+8AAD,CJK UNIFIED IDEOGRAPH-8AAD,14,"doku, toku, tou","ドク, トク, トウ",yo(mu),よ(む),read,membaca,読む,よむ,yomu,membaca,本を読みます。,Saya membaca buku.,Kata-kata yang diproses: membaca.,言,/assets/audio/kanji/n5/075_読.mp3,/assets/stroke-order/kanji/8aad.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_076,N5,core_80_common_n5,76,友,U+53CB,CJK UNIFIED IDEOGRAPH-53CB,4,yuu,ユウ,tomo,とも,friend,teman,友だち,ともだち,tomodachi,teman,友だちと話します。,Saya berbicara dengan teman.,Dua tangan saling mendekat: teman.,又,/assets/audio/kanji/n5/076_友.mp3,/assets/stroke-order/kanji/53cb.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_077,N5,core_80_common_n5,77,左,U+5DE6,CJK UNIFIED IDEOGRAPH-5DE6,5,"sa, sha","サ, シャ",hidari,ひだり,left (direction),kiri,左,ひだり,hidari,kiri,左に曲がってください。,Tolong belok kiri.,Tangan kiri memegang alat kerja.,工,/assets/audio/kanji/n5/077_左.mp3,/assets/stroke-order/kanji/5de6.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_078,N5,core_80_common_n5,78,休,U+4F11,CJK UNIFIED IDEOGRAPH-4F11,6,kyuu,キュウ,"yasu(mu), yasu(mi)","やす(む), やす(み)","rest, day off",istirahat; libur,休む,やすむ,yasumu,beristirahat,今日は休みます。,Hari ini saya beristirahat/libur.,Orang bersandar di pohon: istirahat.,亻,/assets/audio/kanji/n5/078_休.mp3,/assets/stroke-order/kanji/4f11.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_079,N5,core_80_common_n5,79,父,U+7236,CJK UNIFIED IDEOGRAPH-7236,4,fu,フ,"chichi, tou","ちち, とう",father,ayah,父,ちち,chichi,ayah saya,父は会社員です。,Ayah saya pegawai perusahaan.,Sosok ayah dengan tanda silang/tangan terbuka.,父,/assets/audio/kanji/n5/079_父.mp3,/assets/stroke-order/kanji/7236.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_080,N5,core_80_common_n5,80,雨,U+96E8,CJK UNIFIED IDEOGRAPH-96E8,8,u,ウ,"ame, ama","あめ, あま",rain,hujan,雨,あめ,ame,hujan,雨が降っています。,Hujan sedang turun.,Awan dengan tetesan-tetesan hujan.,雨,/assets/audio/kanji/n5/080_雨.mp3,/assets/stroke-order/kanji/96e8.svg,https://jlptsensei.com/jlpt-n5-kanji-list/,https://www.kanshudo.com/collections/jlpt_kanji | https://kanjikana.com/en/kanji/jlpt/n5,Core 80 N5 study list; JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_081,N5,extended_103_old_n5_candidate,81,安,U+5B89,CJK UNIFIED IDEOGRAPH-5B89,6,an,アン,yasu(i),やす(い),"peace, cheap, safety",aman; murah; tenang,安い,やすい,yasui,murah,この店は安いです。,Toko ini murah.,Perempuan di bawah atap: rumah aman dan tenang.,宀,/assets/audio/kanji/n5/081_安.mp3,/assets/stroke-order/kanji/5b89.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_082,N5,extended_103_old_n5_candidate,82,飲,U+98F2,CJK UNIFIED IDEOGRAPH-98F2,12,in,イン,no(mu),の(む),drink,minum,飲む,のむ,nomu,minum,水を飲みます。,Saya minum air.,Makanan/minuman masuk lalu tubuh 'menghela' puas.,食,/assets/audio/kanji/n5/082_飲.mp3,/assets/stroke-order/kanji/98f2.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_083,N5,extended_103_old_n5_candidate,83,駅,U+99C5,CJK UNIFIED IDEOGRAPH-99C5,14,eki,エキ,,,station,stasiun,駅,えき,eki,stasiun,駅で会います。,Mari bertemu di stasiun.,Kuda/kendaraan berhenti di titik transit: stasiun.,馬,/assets/audio/kanji/n5/083_駅.mp3,/assets/stroke-order/kanji/99c5.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_084,N5,extended_103_old_n5_candidate,84,花,U+82B1,CJK UNIFIED IDEOGRAPH-82B1,7,ka,カ,hana,はな,"flower, blossom",bunga,花,はな,hana,bunga,花がきれいです。,Bunganya indah.,Rumput/艹 di atas bentuk berubah jadi bunga.,艹,/assets/audio/kanji/n5/084_花.mp3,/assets/stroke-order/kanji/82b1.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_085,N5,extended_103_old_n5_candidate,85,会,U+4F1A,CJK UNIFIED IDEOGRAPH-4F1A,6,"kai, e","カイ, エ",a(u),あ(う),"meet, society",bertemu; perkumpulan,会う,あう,au,bertemu,友だちに会います。,Saya bertemu teman.,Orang berkumpul di bawah satu atap: pertemuan.,人,/assets/audio/kanji/n5/085_会.mp3,/assets/stroke-order/kanji/4f1a.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_086,N5,extended_103_old_n5_candidate,86,魚,U+9B5A,CJK UNIFIED IDEOGRAPH-9B5A,11,gyo,ギョ,"sakana, uo","さかな, うお",fish,ikan,魚,さかな,sakana,ikan,魚を食べます。,Saya makan ikan.,"Bentuk ikan lengkap dengan ekor dan sisik, lumayan niat.",魚,/assets/audio/kanji/n5/086_魚.mp3,/assets/stroke-order/kanji/9b5a.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_087,N5,extended_103_old_n5_candidate,87,空,U+7A7A,CJK UNIFIED IDEOGRAPH-7A7A,8,kuu,クウ,"sora, a(keru), kara","そら, あ(ける), から","sky, empty",langit; kosong,空,そら,sora,langit,空が青いです。,Langitnya biru.,Lubang/ruang di atas: langit luas dan kosong.,穴,/assets/audio/kanji/n5/087_空.mp3,/assets/stroke-order/kanji/7a7a.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_088,N5,extended_103_old_n5_candidate,88,言,U+8A00,CJK UNIFIED IDEOGRAPH-8A00,7,"gen, gon","ゲン, ゴン",i(u),い(う),"word, say",kata; mengatakan,言う,いう,iu,mengatakan,日本語で言います。,Saya mengatakannya dalam bahasa Jepang.,Garis-garis keluar dari mulut: kata-kata.,言,/assets/audio/kanji/n5/088_言.mp3,/assets/stroke-order/kanji/8a00.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_089,N5,extended_103_old_n5_candidate,89,古,U+53E4,CJK UNIFIED IDEOGRAPH-53E4,5,ko,コ,furu(i),ふる(い),"old, ancient",lama; tua,古い,ふるい,furui,lama/tua,古い本です。,Ini buku lama.,Salib tua di atas mulut/cerita lama.,口,/assets/audio/kanji/n5/089_古.mp3,/assets/stroke-order/kanji/53e4.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_090,N5,extended_103_old_n5_candidate,90,口,U+53E3,CJK UNIFIED IDEOGRAPH-53E3,3,"kou, ku","コウ, ク",kuchi,くち,mouth,mulut,口,くち,kuchi,mulut,口を開けます。,Saya membuka mulut.,Kotak sederhana: mulut terbuka.,口,/assets/audio/kanji/n5/090_口.mp3,/assets/stroke-order/kanji/53e3.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_091,N5,extended_103_old_n5_candidate,91,耳,U+8033,CJK UNIFIED IDEOGRAPH-8033,6,ji,ジ,mimi,みみ,ear,telinga,耳,みみ,mimi,telinga,耳が痛いです。,Telinga saya sakit.,Bentuk telinga yang disederhanakan.,耳,/assets/audio/kanji/n5/091_耳.mp3,/assets/stroke-order/kanji/8033.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_092,N5,extended_103_old_n5_candidate,92,社,U+793E,CJK UNIFIED IDEOGRAPH-793E,7,sha,シャ,yashiro,やしろ,"company, shrine, society",perusahaan; masyarakat; kuil Shinto,会社,かいしゃ,kaisha,perusahaan,父は会社員です。,Ayah saya pegawai perusahaan.,Altar/礻 + tanah: tempat berkumpul masyarakat.,礻,/assets/audio/kanji/n5/092_社.mp3,/assets/stroke-order/kanji/793e.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_093,N5,extended_103_old_n5_candidate,93,手,U+624B,CJK UNIFIED IDEOGRAPH-624B,4,shu,シュ,te,て,hand,tangan,手,て,te,tangan,手を洗います。,Saya mencuci tangan.,Garis-garis seperti jari dan telapak tangan.,手,/assets/audio/kanji/n5/093_手.mp3,/assets/stroke-order/kanji/624b.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_094,N5,extended_103_old_n5_candidate,94,週,U+9031,CJK UNIFIED IDEOGRAPH-9031,11,shuu,シュウ,,,week,minggu/pekan,週末,しゅうまつ,shuumatsu,akhir pekan,週末に休みます。,Saya libur akhir pekan.,Jalan memutari satu siklus: satu minggu.,辶,/assets/audio/kanji/n5/094_週.mp3,/assets/stroke-order/kanji/9031.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_095,N5,extended_103_old_n5_candidate,95,少,U+5C11,CJK UNIFIED IDEOGRAPH-5C11,4,shou,ショウ,"suko(shi), suku(nai)","すこ(し), すく(ない)","few, little",sedikit,少し,すこし,sukoshi,sedikit,少し待ってください。,Tolong tunggu sebentar.,Kecil + satu titik: jumlahnya sedikit.,小,/assets/audio/kanji/n5/095_少.mp3,/assets/stroke-order/kanji/5c11.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_096,N5,extended_103_old_n5_candidate,96,新,U+65B0,CJK UNIFIED IDEOGRAPH-65B0,13,shin,シン,"atara(shii), ara(ta), nii-","あたら(しい), あら(た), にい-",new,baru,新しい,あたらしい,atarashii,baru,新しい車です。,Ini mobil baru.,Kapak memotong kayu jadi sesuatu yang baru.,斤,/assets/audio/kanji/n5/096_新.mp3,/assets/stroke-order/kanji/65b0.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_097,N5,extended_103_old_n5_candidate,97,足,U+8DB3,CJK UNIFIED IDEOGRAPH-8DB3,7,soku,ソク,"ashi, ta(riru), ta(su)","あし, た(りる), た(す)","foot, leg, sufficient",kaki; cukup,足,あし,ashi,kaki,足が痛いです。,Kaki saya sakit.,Mulut/badan di atas kaki: bagian untuk berdiri.,足,/assets/audio/kanji/n5/097_足.mp3,/assets/stroke-order/kanji/8db3.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_098,N5,extended_103_old_n5_candidate,98,多,U+591A,CJK UNIFIED IDEOGRAPH-591A,6,ta,タ,oo(i),おお(い),"many, much",banyak,多い,おおい,ooi,banyak,人が多いです。,Orangnya banyak.,Dua夕 bertumpuk: jumlahnya banyak.,夕,/assets/audio/kanji/n5/098_多.mp3,/assets/stroke-order/kanji/591a.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_099,N5,extended_103_old_n5_candidate,99,店,U+5E97,CJK UNIFIED IDEOGRAPH-5E97,8,ten,テン,mise,みせ,"shop, store",toko,店,みせ,mise,toko,あの店は安いです。,Toko itu murah.,Bangunan dengan tanda di dalam: toko.,广,/assets/audio/kanji/n5/099_店.mp3,/assets/stroke-order/kanji/5e97.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_100,N5,extended_103_old_n5_candidate,100,道,U+9053,CJK UNIFIED IDEOGRAPH-9053,12,dou,ドウ,michi,みち,"road, way, path",jalan; cara,道,みち,michi,jalan,この道は長いです。,Jalan ini panjang.,Kepala berjalan di jalur: jalan/cara.,辶,/assets/audio/kanji/n5/100_道.mp3,/assets/stroke-order/kanji/9053.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_101,N5,extended_103_old_n5_candidate,101,買,U+8CB7,CJK UNIFIED IDEOGRAPH-8CB7,12,bai,バイ,ka(u),か(う),buy,membeli,買う,かう,kau,membeli,本を買います。,Saya membeli buku.,Jaring + kerang/uang: transaksi beli.,貝,/assets/audio/kanji/n5/101_買.mp3,/assets/stroke-order/kanji/8cb7.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_102,N5,extended_103_old_n5_candidate,102,目,U+76EE,CJK UNIFIED IDEOGRAPH-76EE,5,moku,モク,me,め,eye,mata,目,め,me,mata,目が大きいです。,Matanya besar.,Bentuk mata yang diputar/ditumpuk garis.,目,/assets/audio/kanji/n5/102_目.mp3,/assets/stroke-order/kanji/76ee.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
kanji_n5_103,N5,extended_103_old_n5_candidate,103,立,U+7ACB,CJK UNIFIED IDEOGRAPH-7ACB,5,ritsu,リツ,"ta(tsu), ta(teru)","た(つ), た(てる)","stand, establish",berdiri; mendirikan,立つ,たつ,tatsu,berdiri,ここに立ってください。,Tolong berdiri di sini.,Orang berdiri tegak di atas tanah.,立,/assets/audio/kanji/n5/103_立.mp3,/assets/stroke-order/kanji/7acb.svg,https://nihongoichiban.com/2011/04/10/complete-list-of-kanji-for-jlpt-n5/,https://jlpt.jp/sp/e/faq/ | https://kanjikana.com/en/kanji/jlpt,Extended candidate from older 103-kanji N5 lists; not part of the common core 80 list. JLPT does not publish an official exact kanji list after the 2010 revision.
