id,jlpt_level,tree_version,node_type,parent_id,path,slug,display_order,title_id,title_en,description_id,content_type,skill_domain,lesson_group,route_path,icon_key,estimated_minutes,target_xp,coin_reward,difficulty_order,unlock_order,is_mvp,is_required_for_n5,is_checkpoint,checkpoint_type,completion_rule_key,completion_rule_json,primary_dataset_refs,secondary_dataset_refs,item_filter_json,quiz_section_id,srs_deck_key,prerequisite_mode,recommended_review_after_days,tags,source_basis,source_url,notes
course_n5,N5,n5_mvp_v1,course,,n5,jlpt-n5-roadmap,1,JLPT N5 Roadmap,JLPT N5 Roadmap,Roadmap belajar Jepang N5 dari kana sampai mock test.,course,mixed,n5,/learn/n5,mixed,0,0,0,1,0,true,true,false,,complete_required_children,"{""required_node_type"": ""phase"", ""min_completion_percent"": 100}",all_seed_files,,{},,,all,,"course,n5,roadmap",official_jlpt_sections_plus_curated_app_sequence,https://www.jlpt.jp/sp/e/guideline/testsections.html,
phase_00,N5,n5_mvp_v1,phase,course_n5,n5/phase_00,getting-started,2,Getting Started,Getting Started,"Mulai dari setting app, input Jepang, dan placement ringan.",phase_overview,onboarding,phase_00,/learn/n5/phase_00,onboarding,0,50,5,1,0,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,onboarding",official_jlpt_sections_plus_mlc_topic_hub,https://www.mlcjapanese.co.jp/n5.html,
phase_01,N5,n5_mvp_v1,phase,course_n5,n5/phase_01,kana-foundation,3,Kana Foundation,Kana Foundation,"Hiragana, katakana, tanda baca, dakuten, yōon, dan typing.",phase_overview,kana,phase_01,/learn/n5/phase_01,kana,0,50,5,2,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,kana",official_jlpt_sections_plus_mlc_topic_hub,https://www.mlcjapanese.co.jp/n5.html,
phase_02,N5,n5_mvp_v1,phase,course_n5,n5/phase_02,sentence-foundation,4,Sentence Foundation,Sentence Foundation,"Pola kalimat dasar, partikel inti, pertanyaan, lokasi, arimasu/imasu.",phase_overview,grammar,phase_02,/learn/n5/phase_02,grammar,0,50,5,3,2,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,grammar",official_jlpt_sections_plus_mlc_topic_hub,https://www.jlpt.jp/sp/e/guideline/testsections.html,
phase_03,N5,n5_mvp_v1,phase,course_n5,n5/phase_03,core-vocabulary,5,Core Vocabulary,Core Vocabulary,Kosakata inti N5 per tema plus flashcard deck awal.,phase_overview,vocabulary,phase_03,/learn/n5/phase_03,vocabulary,0,50,5,4,3,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,vocabulary",official_jlpt_sections_plus_mlc_topic_hub,https://www.jlpt.jp/sp/e/guideline/testsections.html,
phase_04,N5,n5_mvp_v1,phase,course_n5,n5/phase_04,verb-and-adjective-system,6,Verb & Adjective System,Verb & Adjective System,Konjugasi kata kerja dan kata sifat yang paling sering dipakai N5.,phase_overview,grammar,phase_04,/learn/n5/phase_04,grammar,0,50,5,5,4,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,grammar",official_jlpt_sections_plus_mlc_topic_hub,https://www.jlpt.jp/sp/e/guideline/testsections.html,
phase_05,N5,n5_mvp_v1,phase,course_n5,n5/phase_05,kanji-and-radicals,7,Kanji & Radicals,Kanji & Radicals,"Kanji N5, radical, stroke order, dan contoh kata.",phase_overview,kanji,phase_05,/learn/n5/phase_05,kanji,0,50,5,6,5,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,kanji",official_jlpt_sections_plus_mlc_topic_hub,https://www.mlcjapanese.co.jp/n5.html,
phase_06,N5,n5_mvp_v1,phase,course_n5,n5/phase_06,numbers-time-and-counters,8,"Numbers, Time & Counters","Numbers, Time & Counters","Angka, tanggal, jam, uang, usia, dan counter Jepang.",phase_overview,numbers_counters,phase_06,/learn/n5/phase_06,numbers_counters,0,50,5,7,6,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,numbers_counters",official_jlpt_sections_plus_mlc_topic_hub,https://www.mlcjapanese.co.jp/n5.html,
phase_07,N5,n5_mvp_v1,phase,course_n5,n5/phase_07,daily-communication,9,Daily Communication,Daily Communication,"Skenario harian: perkenalan, belanja, makan, arah, sekolah, hobi.",phase_overview,mixed,phase_07,/learn/n5/phase_07,mixed,0,50,5,8,7,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,mixed",official_jlpt_sections_plus_mlc_topic_hub,https://www.mlcjapanese.co.jp/n5.html,
phase_08,N5,n5_mvp_v1,phase,course_n5,n5/phase_08,reading-and-listening,10,Reading & Listening,Reading & Listening,"Latihan bacaan pendek, listening, dictation, dan comprehension.",phase_overview,reading_listening,phase_08,/learn/n5/phase_08,reading_listening,0,50,5,9,8,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,reading_listening",official_jlpt_sections_plus_mlc_topic_hub,https://www.jlpt.jp/sp/e/guideline/testsections.html,
phase_09,N5,n5_mvp_v1,phase,course_n5,n5/phase_09,review-and-mock-test,11,Review & Mock Test,Review & Mock Test,"SRS, mixed review, mini mock, dan simulasi JLPT N5.",phase_overview,mock_test,phase_09,/learn/n5/phase_09,mock_test,0,50,5,10,9,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 85}",,,{},,,all,,"phase,mock_test",official_jlpt_sections_plus_mlc_topic_hub,https://www.jlpt.jp/sp/e/guideline/testsections.html,
mod_00_setup,N5,n5_mvp_v1,module,phase_00,n5/phase_00/mod_00_setup,app-setup-and-study-loop,12,App Setup & Study Loop,App Setup & Study Loop,Setup awal dan cara belajar dengan quiz + SRS.,module_overview,onboarding,mod_00_setup,/learn/n5/phase_00/mod_00_setup,onboarding,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,onboarding",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_01_hiragana,N5,n5_mvp_v1,module,phase_01,n5/phase_01/mod_01_hiragana,hiragana,13,Hiragana,Hiragana,Kana utama untuk kata Jepang asli.,module_overview,kana,mod_01_hiragana,/learn/n5/phase_01/mod_01_hiragana,kana,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,kana",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_02_katakana,N5,n5_mvp_v1,module,phase_01,n5/phase_01/mod_02_katakana,katakana,14,Katakana,Katakana,"Kana untuk kata serapan, nama asing, dan emphasis.",module_overview,kana,mod_02_katakana,/learn/n5/phase_01/mod_02_katakana,kana,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,kana",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_03_kana_marks,N5,n5_mvp_v1,module,phase_01,n5/phase_01/mod_03_kana_marks,kana-marks-and-punctuation,15,Kana Marks & Punctuation,Kana Marks & Punctuation,"Dakuten, handakuten, yōon, sokuon, long vowel, dan tanda baca.",module_overview,kana,mod_03_kana_marks,/learn/n5/phase_01/mod_03_kana_marks,kana,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,kana",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_04_basic_sentence,N5,n5_mvp_v1,module,phase_02,n5/phase_02/mod_04_basic_sentence,basic-sentences,16,Basic Sentences,Basic Sentences,"Pola ～は～です, pronoun, demonstrative, dan pertanyaan.",module_overview,grammar,mod_04_basic_sentence,/learn/n5/phase_02/mod_04_basic_sentence,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_05_core_particles,N5,n5_mvp_v1,module,phase_02,n5/phase_02/mod_05_core_particles,core-particles,17,Core Particles,Core Particles,Partikel inti N5 sebagai fondasi semua kalimat.,module_overview,grammar,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_06_existence_place,N5,n5_mvp_v1,module,phase_02,n5/phase_02/mod_06_existence_place,existence-and-location,18,Existence & Location,Existence & Location,"あります/います, lokasi, posisi, dan tempat.",module_overview,grammar,mod_06_existence_place,/learn/n5/phase_02/mod_06_existence_place,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_07_vocab_people,N5,n5_mvp_v1,module,phase_03,n5/phase_03/mod_07_vocab_people,people-and-family,19,People & Family,People & Family,"Orang, keluarga, profesi, dan deskripsi dasar.",module_overview,vocabulary,mod_07_vocab_people,/learn/n5/phase_03/mod_07_vocab_people,vocabulary,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,vocabulary",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_08_vocab_daily,N5,n5_mvp_v1,module,phase_03,n5/phase_03/mod_08_vocab_daily,daily-objects-and-food,20,Daily Objects & Food,Daily Objects & Food,"Benda harian, makanan, minuman, belanja.",module_overview,vocabulary,mod_08_vocab_daily,/learn/n5/phase_03/mod_08_vocab_daily,vocabulary,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,vocabulary",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_09_vocab_places_time,N5,n5_mvp_v1,module,phase_03,n5/phase_03/mod_09_vocab_places_time,places-time-and-nature,21,"Places, Time & Nature","Places, Time & Nature","Tempat, transportasi, waktu, cuaca, alam.",module_overview,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time,vocabulary,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,vocabulary",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_10_verb_basics,N5,n5_mvp_v1,module,phase_04,n5/phase_04/mod_10_verb_basics,verb-basics,22,Verb Basics,Verb Basics,"ます, ません, ました, ない, た.",module_overview,grammar,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_11_te_forms,N5,n5_mvp_v1,module,phase_04,n5/phase_04/mod_11_te_forms,te-form-patterns,23,Te-form Patterns,Te-form Patterns,"てください, ています, permission/prohibition, sequence.",module_overview,grammar,mod_11_te_forms,/learn/n5/phase_04/mod_11_te_forms,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_12_adjectives,N5,n5_mvp_v1,module,phase_04,n5/phase_04/mod_12_adjectives,adjectives,24,Adjectives,Adjectives,"i-adj, na-adj, conjugation, adverbs, comparison.",module_overview,grammar,mod_12_adjectives,/learn/n5/phase_04/mod_12_adjectives,grammar,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_13_kanji_intro,N5,n5_mvp_v1,module,phase_05,n5/phase_05/mod_13_kanji_intro,kanji-basics,25,Kanji Basics,Kanji Basics,"Radical, stroke count, on/kun, mnemonic.",module_overview,kanji,mod_13_kanji_intro,/learn/n5/phase_05/mod_13_kanji_intro,kanji,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,kanji",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_14_kanji_batches,N5,n5_mvp_v1,module,phase_05,n5/phase_05/mod_14_kanji_batches,n5-kanji-batches,26,N5 Kanji Batches,N5 Kanji Batches,Kanji N5 dalam batch tematik.,module_overview,kanji,mod_14_kanji_batches,/learn/n5/phase_05/mod_14_kanji_batches,kanji,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,kanji",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_15_numbers_time,N5,n5_mvp_v1,module,phase_06,n5/phase_06/mod_15_numbers_time,numbers-and-time,27,Numbers & Time,Numbers & Time,"Angka, jam, tanggal, bulan, hari.",module_overview,numbers_counters,mod_15_numbers_time,/learn/n5/phase_06/mod_15_numbers_time,numbers_counters,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,numbers_counters",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_16_counters_money,N5,n5_mvp_v1,module,phase_06,n5/phase_06/mod_16_counters_money,counters-and-money,28,Counters & Money,Counters & Money,"Counter umum, uang, usia, frekuensi.",module_overview,numbers_counters,mod_16_counters_money,/learn/n5/phase_06/mod_16_counters_money,numbers_counters,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,numbers_counters",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_17_scenarios,N5,n5_mvp_v1,module,phase_07,n5/phase_07/mod_17_scenarios,daily-scenarios,29,Daily Scenarios,Daily Scenarios,Latihan kalimat berdasarkan situasi harian.,module_overview,mixed,mod_17_scenarios,/learn/n5/phase_07/mod_17_scenarios,mixed,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,mixed",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_18_reading,N5,n5_mvp_v1,module,phase_08,n5/phase_08/mod_18_reading,reading-practice,30,Reading Practice,Reading Practice,Bacaan pendek dan pertanyaan N5.,module_overview,reading,mod_18_reading,/learn/n5/phase_08/mod_18_reading,reading,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,reading",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_19_listening,N5,n5_mvp_v1,module,phase_08,n5/phase_08/mod_19_listening,listening-practice,31,Listening Practice,Listening Practice,"Audio kata, kalimat, dan dialog pendek.",module_overview,listening,mod_19_listening,/learn/n5/phase_08/mod_19_listening,listening,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,listening",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
mod_20_review_mock,N5,n5_mvp_v1,module,phase_09,n5/phase_09/mod_20_review_mock,review-and-mock-test,32,Review & Mock Test,Review & Mock Test,"SRS, mixed review, dan mock test N5.",module_overview,mock_test,mod_20_review_mock,/learn/n5/phase_09/mod_20_review_mock,mock_test,0,20,2,1,1,true,true,false,,complete_required_children,"{""required_node_type"": ""lesson"", ""min_completion_percent"": 80}",,,{},,,all,,"module,mock_test",curated_roadmap_seed,https://www.jlpt.jp/sp/e/guideline/testsections.html,
les_0001,N5,n5_mvp_v1,lesson,mod_00_setup,n5/phase_00/mod_00_setup/les_0001,placement-mini-check,33,Placement Mini Check,Placement Mini Check,Tes ringan buat nentuin starting point.,placement_test,mixed,mod_00_setup,/learn/n5/phase_00/mod_00_setup/les_0001,mixed,10,20,2,1,1,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_quiz_sections_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,{},qsec_n5_001,,all,3|7,"lesson,mixed,placement_test",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0002,N5,n5_mvp_v1,lesson,mod_00_setup,n5/phase_00/mod_00_setup/les_0002,japanese-input-basics,34,Japanese Input Basics,Japanese Input Basics,"Cara input kana, romaji, dan normalisasi jawaban.",guide,kana,mod_00_setup,/learn/n5/phase_00/mod_00_setup/les_0002,kana,8,10,1,1,2,true,true,false,,mark_complete,"{""type"": ""mark_complete""}",japanese_symbols_punctuation_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""is_common"": ""true""}",,deck_kana_n5,all,1|3|7|14,"lesson,kana,guide",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0003,N5,n5_mvp_v1,lesson,mod_00_setup,n5/phase_00/mod_00_setup/les_0003,how-srs-works,35,How SRS Works,How SRS Works,Kenalan dengan flashcard interval ala Anki.,guide,srs,mod_00_setup,/learn/n5/phase_00/mod_00_setup/les_0003,srs,8,10,1,1,3,true,true,false,,mark_complete,"{""type"": ""mark_complete""}",jlpt_n5_quiz_templates_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""template_key"": ""srs_flashcard_front_back""}",,,all,3|7,"lesson,srs,guide",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0004,N5,n5_mvp_v1,lesson,mod_00_setup,n5/phase_00/mod_00_setup/les_0004,first-daily-challenge,36,First Daily Challenge,First Daily Challenge,Daily challenge pertama: kana + vocab + quiz kecil.,daily_challenge,mixed,mod_00_setup,/learn/n5/phase_00/mod_00_setup/les_0004,mixed,10,15,1,1,4,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_quiz_sections_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""section_key"": ""daily_quick_mix""}",qsec_n5_001,,all,3|7,"lesson,mixed,daily_challenge",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0101,N5,n5_mvp_v1,lesson,mod_01_hiragana,n5/phase_01/mod_01_hiragana/les_0101,hiragana-a-row,37,Hiragana A-row,Hiragana A-row,あいうえお,kana_lesson,kana,mod_01_hiragana,/learn/n5/phase_01/mod_01_hiragana/les_0101,kana,8,10,1,1,5,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""script"": ""hiragana"", ""row_group"": ""vowel""}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0102,N5,n5_mvp_v1,lesson,mod_01_hiragana,n5/phase_01/mod_01_hiragana/les_0102,hiragana-k-s-t-rows,38,Hiragana K/S/T rows,Hiragana K/S/T rows,か〜と basic rows.,kana_lesson,kana,mod_01_hiragana,/learn/n5/phase_01/mod_01_hiragana/les_0102,kana,12,15,1,1,6,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""script"": ""hiragana"", ""row_group"": [""k"", ""s"", ""t""]}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0103,N5,n5_mvp_v1,lesson,mod_01_hiragana,n5/phase_01/mod_01_hiragana/les_0103,hiragana-n-h-m-rows,39,Hiragana N/H/M rows,Hiragana N/H/M rows,な〜も basic rows.,kana_lesson,kana,mod_01_hiragana,/learn/n5/phase_01/mod_01_hiragana/les_0103,kana,12,15,1,1,7,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""script"": ""hiragana"", ""row_group"": [""n"", ""h"", ""m""]}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0104,N5,n5_mvp_v1,lesson,mod_01_hiragana,n5/phase_01/mod_01_hiragana/les_0104,hiragana-y-r-w-plus-ん,40,Hiragana Y/R/W + ん,Hiragana Y/R/W + ん,や〜ん final basics.,kana_lesson,kana,mod_01_hiragana,/learn/n5/phase_01/mod_01_hiragana/les_0104,kana,12,15,1,1,8,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""script"": ""hiragana"", ""row_group"": [""y"", ""r"", ""w"", ""n""]}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
