id,passage_id,map_type,dataset_ref,source_entity_type,source_entity_ids,source_terms,coverage_note,review_status
read_map_n5_0062,read_n5_0021,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_048|grm_n5_005|grm_n5_012|grm_n5_079|grm_n5_075|grm_n5_060|grm_n5_072|grm_n5_105,に|で|があります|は|と|を|てください|の時|ありません,Matched by grammar_point where available.,auto_matched
read_map_n5_0063,read_n5_0021,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_039|kanji_n5_094|kanji_n5_028|kanji_n5_001|kanji_n5_031|kanji_n5_059|kanji_n5_085|kanji_n5_021|kanji_n5_070|kanji_n5_054|kanji_n5_080|kanji_n5_014,来週金日学校会生白水雨時,Matched by kanji characters in passage.,auto_matched
read_map_n5_0064,read_n5_0022,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0031|vocab_n5_0016|vocab_n5_0256|vocab_n5_0638|vocab_n5_0413|vocab_n5_0430|vocab_n5_0356|vocab_n5_0204|vocab_n5_0691,アパート|お知らせ|明日|午前|十時|十二時|水|使う|できる|洗濯|今日|夜,Matched by expression/reading when available.,auto_matched
read_map_n5_0065,read_n5_0022,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_023|grm_n5_029|grm_n5_088|grm_n5_072,の|から|まで|ことができません|までに|てください,Matched by grammar_point where available.,auto_matched
read_map_n5_0066,read_n5_0022,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_001|kanji_n5_047|kanji_n5_020|kanji_n5_007|kanji_n5_014|kanji_n5_008|kanji_n5_054|kanji_n5_027,日午前十時二水今,Matched by kanji characters in passage.,auto_matched
read_map_n5_0067,read_n5_0023,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0714|vocab_n5_0139|vocab_n5_0522|vocab_n5_0177|vocab_n5_0659|vocab_n5_0335|vocab_n5_0430|vocab_n5_0195|vocab_n5_0626,私|音楽|クラブ|入る|火曜日|木曜日|放課後|練習する|ピアノ|少し|できる|ギター|まだ,Matched by expression/reading when available.,auto_matched
read_map_n5_0068,read_n5_0023,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_048|grm_n5_075|grm_n5_052|grm_n5_011,に|ています|と|の|に|が|まだ～ない,Matched by grammar_point where available.,auto_matched
read_map_n5_0069,read_n5_0023,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_030|kanji_n5_073|kanji_n5_001|kanji_n5_062|kanji_n5_019|kanji_n5_095,入火日木後少,Matched by kanji characters in passage.,auto_matched
read_map_n5_0070,read_n5_0024,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0200|vocab_n5_0021|vocab_n5_0302|vocab_n5_0149|vocab_n5_0074|vocab_n5_0005|vocab_n5_0589|vocab_n5_0182|vocab_n5_0618|vocab_n5_0372|vocab_n5_0049,昨日|新しい|自転車|買う|色|赤|古い|軽い|毎日|大学|行く,Matched by expression/reading when available.,auto_matched
read_map_n5_0071,read_n5_0024,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_092|grm_n5_060|grm_n5_079|grm_n5_080|grm_n5_005|grm_n5_051,ました|を|は|より|で|へ,Matched by grammar_point where available.,auto_matched
read_map_n5_0072,read_n5_0024,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_001|kanji_n5_096|kanji_n5_065|kanji_n5_101|kanji_n5_089|kanji_n5_069|kanji_n5_006|kanji_n5_031|kanji_n5_015,日新車買古毎大学行,Matched by kanji characters in passage.,auto_matched
read_map_n5_0073,read_n5_0025,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0609|vocab_n5_0322|vocab_n5_0596|vocab_n5_0154|vocab_n5_0428|vocab_n5_0383,ホテル|朝ご飯|七時|九時|食堂|一階|部屋|鍵|出かける|時|フロント|出す,Matched by expression/reading when available.,auto_matched
read_map_n5_0074,read_n5_0025,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_079|grm_n5_023|grm_n5_029|grm_n5_048|grm_n5_072,の|は|から|まで|にあります|時|に|てください,Matched by grammar_point where available.,auto_matched
read_map_n5_0075,read_n5_0025,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_042|kanji_n5_014|kanji_n5_029|kanji_n5_064|kanji_n5_002|kanji_n5_012,七時九食一出,Matched by kanji characters in passage.,auto_matched
read_map_n5_0076,read_n5_0026,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0264|vocab_n5_0245|vocab_n5_0302|vocab_n5_0516|vocab_n5_0065|vocab_n5_0661|vocab_n5_0151|vocab_n5_0691|vocab_n5_0307,この|公園|自転車|乗る|犬|散歩する|ご飯|持つ|帰る|夜|十時|閉まる,Matched by expression/reading when available.,auto_matched
read_map_n5_0077,read_n5_0026,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_020|grm_n5_074|grm_n5_011|grm_n5_052|grm_n5_072|grm_n5_048,では|てはいけません|てもいいです|が|の|てください|に,Matched by grammar_point where available.,auto_matched
read_map_n5_0078,read_n5_0026,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_065|kanji_n5_007|kanji_n5_014,車十時,Matched by kanji characters in passage.,auto_matched
read_map_n5_0079,read_n5_0027,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0693|vocab_n5_0701|vocab_n5_0205|vocab_n5_0183|vocab_n5_0418|vocab_n5_0104|vocab_n5_0564|vocab_n5_0215|vocab_n5_0490|vocab_n5_0155,来月|料理|教室|日本|カレー|作る|お金|千円|参加する|人|金曜日|名前|書く,Matched by expression/reading when available.,auto_matched
read_map_n5_0080,read_n5_0027,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_012|grm_n5_052|grm_n5_060|grm_n5_088|grm_n5_072,があります|の|を|たい人|までに|てください,Matched by grammar_point where available.,auto_matched
read_map_n5_0081,read_n5_0027,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_039|kanji_n5_017|kanji_n5_001|kanji_n5_009|kanji_n5_028|kanji_n5_053|kanji_n5_033|kanji_n5_004|kanji_n5_051|kanji_n5_020|kanji_n5_049,来月日本金千円人名前書,Matched by kanji characters in passage.,auto_matched
read_map_n5_0082,read_n5_0028,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0123|vocab_n5_0199|vocab_n5_0051,客|大人|切符|二枚|店員|二千円|子ども|いくら|一枚|五百円,Matched by expression/reading when available.,auto_matched
read_map_n5_0083,read_n5_0028,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_061|grm_n5_005|grm_n5_043|grm_n5_079|grm_n5_021,の|をください|で|はい|は|か,Matched by grammar_point where available.,auto_matched
read_map_n5_0084,read_n5_0028,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_006|kanji_n5_004|kanji_n5_008|kanji_n5_099|kanji_n5_053|kanji_n5_033|kanji_n5_034|kanji_n5_002|kanji_n5_022|kanji_n5_048,大人二店千円子一五百,Matched by kanji characters in passage.,auto_matched
read_map_n5_0085,read_n5_0029,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0092|vocab_n5_0563|vocab_n5_0214|vocab_n5_0077|vocab_n5_0399|vocab_n5_0245|vocab_n5_0636|vocab_n5_0678|vocab_n5_0621,駅|左|銀行|後ろ|小さい|公園|右|コンビニ|郵便局|前,Matched by expression/reading when available.,auto_matched
read_map_n5_0086,read_n5_0029,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_048|grm_n5_012|grm_n5_079|grm_n5_002,の|に|があります|には|は|です,Matched by grammar_point where available.,auto_matched
read_map_n5_0087,read_n5_0029,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_083|kanji_n5_077|kanji_n5_015|kanji_n5_019|kanji_n5_041|kanji_n5_074|kanji_n5_020,駅左行後小右前,Matched by kanji characters in passage.,auto_matched
read_map_n5_0088,read_n5_0030,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0418|vocab_n5_0394|vocab_n5_0582|vocab_n5_0413|vocab_n5_0415|vocab_n5_0552|vocab_n5_0251|vocab_n5_0515,簡単|朝ご飯|作る|まず|卵|二つ|使う|次|パン|一枚|焼く|最後|コーヒー|一杯|飲む,Matched by expression/reading when available.,auto_matched
read_map_n5_0089,read_n5_0030,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_086|grm_n5_060|grm_n5_012,な|を|ます|次に|最後に,Matched by grammar_point where available.,auto_matched
read_map_n5_0090,read_n5_0030,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_008|kanji_n5_002|kanji_n5_019|kanji_n5_082,二一後飲,Matched by kanji characters in passage.,auto_matched
read_map_n5_0091,read_n5_0031,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0714|vocab_n5_0545|vocab_n5_0059|vocab_n5_0331|vocab_n5_0019|vocab_n5_0538|vocab_n5_0211|vocab_n5_0435|vocab_n5_0098|vocab_n5_0335|vocab_n5_0378|vocab_n5_0587|vocab_n5_0285,私|春|一番|好き|暖かい|花|きれい|でも|多い|日|少し|大変|冬|寒い,Matched by expression/reading when available.,auto_matched
read_map_n5_0092,read_n5_0031,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_011|grm_n5_017|grm_n5_041|grm_n5_006|grm_n5_058,が|一番|くて|でも|ので|あまり～ない,Matched by grammar_point where available.,auto_matched
read_map_n5_0093,read_n5_0031,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_002|kanji_n5_084|kanji_n5_098|kanji_n5_001|kanji_n5_095|kanji_n5_006,一花多日少大,Matched by kanji characters in passage.,auto_matched
read_map_n5_0094,read_n5_0032,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0016|vocab_n5_0317|vocab_n5_0205|vocab_n5_0230|vocab_n5_0419|vocab_n5_0318|vocab_n5_0383,明日|日本語|授業|オンライン|教室|来る|九時|パソコン|つける|宿題|メール|出す,Matched by expression/reading when available.,auto_matched
read_map_n5_0095,read_n5_0032,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_079|grm_n5_039|grm_n5_088|grm_n5_072|grm_n5_005,の|は|には|ないでください|までに|てください|で,Matched by grammar_point where available.,auto_matched
read_map_n5_0096,read_n5_0032,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_039|kanji_n5_029|kanji_n5_014|kanji_n5_012,日本語来九時出,Matched by kanji characters in passage.,auto_matched
read_map_n5_0097,read_n5_0033,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0214|vocab_n5_0049|vocab_n5_0435|vocab_n5_0564|vocab_n5_0098|vocab_n5_0294|vocab_n5_0104|vocab_n5_0383|vocab_n5_0430|vocab_n5_0016|vocab_n5_0625,昼休み|銀行|行く|でも|人|多い|時間|お金|出す|できる|明日|また,Matched by expression/reading when available.,auto_matched
read_map_n5_0098,read_n5_0033,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_048|grm_n5_051|grm_n5_092|grm_n5_011|grm_n5_041|grm_n5_105,に|へ|ました|が|くて|ありませんでした|ことができませんでした,Matched by grammar_point where available.,auto_matched
read_map_n5_0099,read_n5_0033,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_078|kanji_n5_015|kanji_n5_004|kanji_n5_098|kanji_n5_014|kanji_n5_023|kanji_n5_028|kanji_n5_012|kanji_n5_001,休行人多時間金出日,Matched by kanji characters in passage.,auto_matched
read_map_n5_0100,read_n5_0034,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0264|vocab_n5_0627|vocab_n5_0239|vocab_n5_0659|vocab_n5_0012|vocab_n5_0383|vocab_n5_0328|vocab_n5_0691,この|町|月曜日|木曜日|ごみ|日|朝|八時|出す|ビン|缶|水曜日|夜,Matched by expression/reading when available.,auto_matched
read_map_n5_0101,read_n5_0034,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_020|grm_n5_075|grm_n5_011|grm_n5_088|grm_n5_072|grm_n5_079|grm_n5_048,では|と|が|までに|てください|は|に|てはいけません,Matched by grammar_point where available.,auto_matched
read_map_n5_0102,read_n5_0034,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_017|kanji_n5_001|kanji_n5_062|kanji_n5_036|kanji_n5_014|kanji_n5_012|kanji_n5_054,月日木八時出水,Matched by kanji characters in passage.,auto_matched
read_map_n5_0103,read_n5_0035,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0691|vocab_n5_0027|vocab_n5_0099|vocab_n5_0383|vocab_n5_0469|vocab_n5_0596|vocab_n5_0689|vocab_n5_0253|vocab_n5_0377|vocab_n5_0649|vocab_n5_0413,学生寮|夜|十時|後|大きい|音|出す|友達|部屋|呼ぶ|午後|九時|台所|みんな|使う,Matched by expression/reading when available.,auto_matched
read_map_n5_0104,read_n5_0035,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_020|grm_n5_060|grm_n5_074|grm_n5_011|grm_n5_029|grm_n5_005,では|の後で|を|てはいけません|てもいいです|が|まで|で,Matched by grammar_point where available.,auto_matched
read_map_n5_0105,read_n5_0035,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_031|kanji_n5_021|kanji_n5_007|kanji_n5_014|kanji_n5_019|kanji_n5_006|kanji_n5_012|kanji_n5_076|kanji_n5_047|kanji_n5_029,学生十時後大出友午九,Matched by kanji characters in passage.,auto_matched
read_map_n5_0106,read_n5_0036,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0535|vocab_n5_0564|vocab_n5_0294|vocab_n5_0012|vocab_n5_0470|vocab_n5_0501|vocab_n5_0430,アルバイト|募集|駅前|パン屋|働く|人|探す|時間|朝|六時|十時|土曜日|日曜日|できる|時給|千二百円,Matched by expression/reading when available.,auto_matched
read_map_n5_0107,read_n5_0036,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_005|grm_n5_023|grm_n5_029|grm_n5_048|grm_n5_113,の|で|人を探しています|から|まで|に|ことができる|がいいです,Matched by grammar_point where available.,auto_matched
read_map_n5_0108,read_n5_0036,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_083|kanji_n5_020|kanji_n5_004|kanji_n5_014|kanji_n5_023|kanji_n5_037|kanji_n5_007|kanji_n5_061|kanji_n5_001|kanji_n5_053|kanji_n5_008|kanji_n5_048|kanji_n5_033,駅前人時間六十土日千二百円,Matched by kanji characters in passage.,auto_matched
read_map_n5_0109,read_n5_0037,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0415|vocab_n5_0440|vocab_n5_0049|vocab_n5_0564|vocab_n5_0628,次|電車|八時二十分|その次|八時五十分|京都|行く|人|二番線|待つ|大阪|三番線,Matched by expression/reading when available.,auto_matched
read_map_n5_0110,read_n5_0037,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_079|grm_n5_109|grm_n5_005|grm_n5_072,の|は|その|へ行く人|で|てください,Matched by grammar_point where available.,auto_matched
read_map_n5_0111,read_n5_0037,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_058|kanji_n5_065|kanji_n5_036|kanji_n5_014|kanji_n5_008|kanji_n5_007|kanji_n5_018|kanji_n5_022|kanji_n5_015|kanji_n5_004|kanji_n5_006|kanji_n5_013,電車八時二十分五行人大三,Matched by kanji characters in passage.,auto_matched
read_map_n5_0112,read_n5_0038,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0016|vocab_n5_0438|vocab_n5_0012|vocab_n5_0224|vocab_n5_0573|vocab_n5_0037|vocab_n5_0588|vocab_n5_0160|vocab_n5_0661|vocab_n5_0428,明日|天気|朝|くもり|昼|雨|降る|気温|二十度|ぐらい|傘|持つ|出かける,Matched by expression/reading when available.,auto_matched
read_map_n5_0113,read_n5_0038,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_052|grm_n5_079|grm_n5_023|grm_n5_011|grm_n5_085|grm_n5_060,の|は|から|が|ぐらい|を|たほうがいい,Matched by grammar_point where available.,auto_matched
read_map_n5_0114,read_n5_0038,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_001|kanji_n5_071|kanji_n5_040|kanji_n5_080|kanji_n5_008|kanji_n5_007|kanji_n5_012,日天気雨二十出,Matched by kanji characters in passage.,auto_matched
read_map_n5_0115,read_n5_0039,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0256|vocab_n5_0253|vocab_n5_0009|vocab_n5_0328|vocab_n5_0501|vocab_n5_0671|vocab_n5_0530|vocab_n5_0564|vocab_n5_0661|vocab_n5_0230,クリニック|午前|九時|十二時|午後|二時|五時|開く|水曜日|日曜日|休み|初めて|人|保険証|持つ|来る,Matched by expression/reading when available.,auto_matched
read_map_n5_0116,read_n5_0039,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_079|grm_n5_023|grm_n5_029|grm_n5_052|grm_n5_075|grm_n5_072,は|から|まで|ています|の|と|てください,Matched by grammar_point where available.,auto_matched
read_map_n5_0117,read_n5_0039,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_047|kanji_n5_020|kanji_n5_029|kanji_n5_014|kanji_n5_007|kanji_n5_008|kanji_n5_019|kanji_n5_022|kanji_n5_054|kanji_n5_001|kanji_n5_078|kanji_n5_004|kanji_n5_039,午前九時十二後五水日休人来,Matched by kanji characters in passage.,auto_matched
read_map_n5_0118,read_n5_0040,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0693|vocab_n5_0168|vocab_n5_0714|vocab_n5_0228|vocab_n5_0701|vocab_n5_0418|vocab_n5_0392|vocab_n5_0256|vocab_n5_0084|vocab_n5_0253|vocab_n5_0079,来月|学校|文化祭|私|クラス|インドネシア|料理|作る|食べ物|午前|十一時|売る|午後|歌|発表,Matched by expression/reading when available.,auto_matched
read_map_n5_0119,read_n5_0040,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_005|grm_n5_012|grm_n5_052|grm_n5_079|grm_n5_060|grm_n5_023|grm_n5_034,で|があります|の|は|を|から|には|も,Matched by grammar_point where available.,auto_matched
read_map_n5_0120,read_n5_0040,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_039|kanji_n5_017|kanji_n5_031|kanji_n5_059|kanji_n5_064|kanji_n5_047|kanji_n5_020|kanji_n5_007|kanji_n5_002|kanji_n5_014|kanji_n5_019,来月学校食午前十一時後,Matched by kanji characters in passage.,auto_matched
read_map_n5_0121,read_n5_0041,target_vocabulary,jlpt_n5_vocabulary_seed_with_examples.csv,vocabulary,vocab_n5_0617|vocab_n5_0470|vocab_n5_0353|vocab_n5_0188|vocab_n5_0652|vocab_n5_0092|vocab_n5_0639|vocab_n5_0490|vocab_n5_0690|vocab_n5_0430|vocab_n5_0693|vocab_n5_0469|vocab_n5_0662,毎週|土曜日|日本語|勉強する|先月|漢字|始める|難しい|駅|店|名前|読む|できる|来月|友達|日本|旅行する|もっと,Matched by expression/reading when available.,auto_matched
read_map_n5_0122,read_n5_0041,target_grammar,jlpt_n5_grammar_seed.csv,grammar_point,grm_n5_048|grm_n5_023|grm_n5_034|grm_n5_092|grm_n5_082|grm_n5_052|grm_n5_113|grm_n5_067,に|ています|から|も|ました|ですが|や|の|ことができる|ようになりました|たい,Matched by grammar_point where available.,auto_matched
read_map_n5_0123,read_n5_0041,target_kanji,jlpt_n5_kanji_extended_103.csv,kanji,kanji_n5_069|kanji_n5_094|kanji_n5_061|kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_050|kanji_n5_017|kanji_n5_083|kanji_n5_099|kanji_n5_051|kanji_n5_020|kanji_n5_075|kanji_n5_039|kanji_n5_076|kanji_n5_015,毎週土日本語先月駅店名前読来友行,Matched by kanji characters in passage.,auto_matched
