id,jlpt_level,set_type,display_order,passage_key,title_id,title_en,topic,difficulty_order,reading_format,passage_jp,passage_romaji,passage_id,character_count,estimated_reading_seconds,question_count,target_vocab_ids,target_vocab_terms,target_grammar_ids,target_grammar_points,target_kanji_ids,target_kanji_chars,structured_data_json,recommended_for_mvp,recommended_for_quiz,used_in_mock_test,source_basis,source_url,review_status,notes
read_n5_0028,N5,curated_original_reading_n5,28,movie_ticket,映画館で,,ticket,2,dialogue,客：すみません、大人の切符を二枚ください。店員：はい、二枚で二千円です。客：子どもの切符はいくらですか。店員：一枚五百円です。,"Kyaku: Sumimasen, otona no kippu o ni-mai kudasai. Ten'in: Hai, ni-mai de ni-sen-en desu. Kyaku: Kodomo no kippu wa ikura desu ka. Ten'in: Ichi-mai gohyaku-en desu.","Pelanggan: Maaf, tolong dua tiket dewasa. Petugas: Baik, dua lembar 2000 yen. Pelanggan: Tiket anak-anak berapa? Petugas: Satu lembar 500 yen.",63,67,3,vocab_n5_0123|vocab_n5_0199|vocab_n5_0051,客|大人|切符|二枚|店員|二千円|子ども|いくら|一枚|五百円,grm_n5_052|grm_n5_061|grm_n5_005|grm_n5_043|grm_n5_079|grm_n5_021,の|をください|で|はい|は|か,kanji_n5_006|kanji_n5_004|kanji_n5_008|kanji_n5_099|kanji_n5_053|kanji_n5_033|kanji_n5_034|kanji_n5_002|kanji_n5_022|kanji_n5_048,大人二店千円子一五百,{},true,true,false,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0029,N5,curated_original_reading_n5,29,town_map,町の地図,,town,3,map_description,駅の左に銀行があります。銀行の後ろに小さい公園があります。駅の右にはコンビニがあります。郵便局はコンビニの前です。,Eki no hidari ni ginkou ga arimasu. Ginkou no ushiro ni chiisai kouen ga arimasu. Eki no migi ni wa konbini ga arimasu. Yuubinkyoku wa konbini no mae desu.,Di kiri stasiun ada bank. Di belakang bank ada taman kecil. Di kanan stasiun ada minimarket. Kantor pos ada di depan minimarket.,57,72,3,vocab_n5_0092|vocab_n5_0563|vocab_n5_0214|vocab_n5_0077|vocab_n5_0399|vocab_n5_0245|vocab_n5_0636|vocab_n5_0678|vocab_n5_0621,駅|左|銀行|後ろ|小さい|公園|右|コンビニ|郵便局|前,grm_n5_052|grm_n5_048|grm_n5_012|grm_n5_079|grm_n5_002,の|に|があります|には|は|です,kanji_n5_083|kanji_n5_077|kanji_n5_015|kanji_n5_019|kanji_n5_041|kanji_n5_074|kanji_n5_020,駅左行後小右前,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0030,N5,curated_original_reading_n5,30,simple_recipe,簡単な朝ご飯,,recipe,3,instructions,簡単な朝ご飯を作ります。まず、卵を二つ使います。次に、パンを一枚焼きます。最後に、コーヒーを一杯飲みます。,"Kantan na asa-gohan o tsukurimasu. Mazu, tamago o futatsu tsukaimasu. Tsugi ni, pan o ichi-mai yakimasu. Saigo ni, koohii o ippai nomimasu.","Membuat sarapan sederhana. Pertama, gunakan dua telur. Lalu panggang satu lembar roti. Terakhir, minum secangkir kopi.",53,69,3,vocab_n5_0418|vocab_n5_0394|vocab_n5_0582|vocab_n5_0413|vocab_n5_0415|vocab_n5_0552|vocab_n5_0251|vocab_n5_0515,簡単|朝ご飯|作る|まず|卵|二つ|使う|次|パン|一枚|焼く|最後|コーヒー|一杯|飲む,grm_n5_086|grm_n5_060|grm_n5_012,な|を|ます|次に|最後に,kanji_n5_008|kanji_n5_002|kanji_n5_019|kanji_n5_082,二一後飲,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0031,N5,curated_original_reading_n5,31,season_preference,好きな季節,,season,2,opinion,私は春が一番好きです。暖かくて、花がきれいです。でも、花粉が多い日は少し大変です。冬は寒いので、あまり好きではありません。,"Watashi wa haru ga ichiban suki desu. Atatakakute, hana ga kirei desu. Demo, kafun ga ooi hi wa sukoshi taihen desu. Fuyu wa samui node, amari suki dewa arimasen.",Saya paling suka musim semi. Hangat dan bunganya indah. Tetapi hari dengan banyak serbuk sari agak menyulitkan. Saya tidak terlalu suka musim dingin karena dingin.,61,65,3,vocab_n5_0714|vocab_n5_0545|vocab_n5_0059|vocab_n5_0331|vocab_n5_0019|vocab_n5_0538|vocab_n5_0211|vocab_n5_0435|vocab_n5_0098|vocab_n5_0335|vocab_n5_0378|vocab_n5_0587|vocab_n5_0285,私|春|一番|好き|暖かい|花|きれい|でも|多い|日|少し|大変|冬|寒い,grm_n5_011|grm_n5_017|grm_n5_041|grm_n5_006|grm_n5_058,が|一番|くて|でも|ので|あまり～ない,kanji_n5_002|kanji_n5_084|kanji_n5_098|kanji_n5_001|kanji_n5_095|kanji_n5_006,一花多日少大,{},true,true,false,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0032,N5,curated_original_reading_n5,32,online_class,オンライン授業,,study,3,notice,明日の日本語の授業はオンラインです。教室には来ないでください。九時までにパソコンをつけてください。宿題はメールで出します。,Ashita no nihongo no jugyou wa onrain desu. Kyoushitsu ni wa konai de kudasai. Ku-ji made ni pasokon o tsukete kudasai. Shukudai wa meeru de dashimasu.,Kelas bahasa Jepang besok online. Jangan datang ke kelas. Nyalakan komputer paling lambat jam sembilan. PR dikumpulkan lewat email.,61,75,3,vocab_n5_0016|vocab_n5_0317|vocab_n5_0205|vocab_n5_0230|vocab_n5_0419|vocab_n5_0318|vocab_n5_0383,明日|日本語|授業|オンライン|教室|来る|九時|パソコン|つける|宿題|メール|出す,grm_n5_052|grm_n5_079|grm_n5_039|grm_n5_088|grm_n5_072|grm_n5_005,の|は|には|ないでください|までに|てください|で,kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_039|kanji_n5_029|kanji_n5_014|kanji_n5_012,日本語来九時出,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0033,N5,curated_original_reading_n5,33,bank_errand,銀行へ,,errand,3,short_story,昼休みに銀行へ行きました。でも、人が多くて、時間がありませんでした。お金を出すことができませんでした。明日また行きます。,"Hiru-yasumi ni ginkou e ikimashita. Demo, hito ga ookute, jikan ga arimasen deshita. Okane o dasu koto ga dekimasen deshita. Ashita mata ikimasu.",Saat istirahat siang saya pergi ke bank. Namun orangnya banyak dan tidak ada waktu. Saya tidak bisa mengambil uang. Besok saya akan pergi lagi.,60,75,3,vocab_n5_0214|vocab_n5_0049|vocab_n5_0435|vocab_n5_0564|vocab_n5_0098|vocab_n5_0294|vocab_n5_0104|vocab_n5_0383|vocab_n5_0430|vocab_n5_0016|vocab_n5_0625,昼休み|銀行|行く|でも|人|多い|時間|お金|出す|できる|明日|また,grm_n5_048|grm_n5_051|grm_n5_092|grm_n5_011|grm_n5_041|grm_n5_105,に|へ|ました|が|くて|ありませんでした|ことができませんでした,kanji_n5_078|kanji_n5_015|kanji_n5_004|kanji_n5_098|kanji_n5_014|kanji_n5_023|kanji_n5_028|kanji_n5_012|kanji_n5_001,休行人多時間金出日,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0034,N5,curated_original_reading_n5,34,garbage_notice,ごみの日,,notice,3,notice,この町では、月曜日と木曜日がごみの日です。朝八時までに出してください。ビンと缶は水曜日です。夜にごみを出してはいけません。,"Kono machi de wa, getsuyoubi to mokuyoubi ga gomi no hi desu. Asa hachi-ji made ni dashite kudasai. Bin to kan wa suiyoubi desu. Yoru ni gomi o dashite wa ikemasen.","Di kota ini, Senin dan Kamis adalah hari sampah. Tolong keluarkan paling lambat jam delapan pagi. Botol dan kaleng hari Rabu. Tidak boleh membuang sampah pada malam hari.",61,75,3,vocab_n5_0264|vocab_n5_0627|vocab_n5_0239|vocab_n5_0659|vocab_n5_0012|vocab_n5_0383|vocab_n5_0328|vocab_n5_0691,この|町|月曜日|木曜日|ごみ|日|朝|八時|出す|ビン|缶|水曜日|夜,grm_n5_020|grm_n5_075|grm_n5_011|grm_n5_088|grm_n5_072|grm_n5_079|grm_n5_048,では|と|が|までに|てください|は|に|てはいけません,kanji_n5_017|kanji_n5_001|kanji_n5_062|kanji_n5_036|kanji_n5_014|kanji_n5_012|kanji_n5_054,月日木八時出水,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0035,N5,curated_original_reading_n5,35,student_dorm_rules,学生寮のルール,,rules,3,notice,学生寮では、夜十時の後で大きい音を出してはいけません。友達を部屋に呼んでもいいですが、午後九時までです。台所はみんなで使います。,"Gakuseiryou de wa, yoru juu-ji no ato de ookii oto o dashite wa ikemasen. Tomodachi o heya ni yonde mo ii desu ga, gogo ku-ji made desu. Daidokoro wa minna de tsukaimasu.","Di asrama mahasiswa, setelah jam sepuluh malam tidak boleh membuat suara keras. Boleh memanggil teman ke kamar, tetapi sampai jam sembilan malam. Dapur digunakan bersama.",64,78,3,vocab_n5_0691|vocab_n5_0027|vocab_n5_0099|vocab_n5_0383|vocab_n5_0469|vocab_n5_0596|vocab_n5_0689|vocab_n5_0253|vocab_n5_0377|vocab_n5_0649|vocab_n5_0413,学生寮|夜|十時|後|大きい|音|出す|友達|部屋|呼ぶ|午後|九時|台所|みんな|使う,grm_n5_020|grm_n5_060|grm_n5_074|grm_n5_011|grm_n5_029|grm_n5_005,では|の後で|を|てはいけません|てもいいです|が|まで|で,kanji_n5_031|kanji_n5_021|kanji_n5_007|kanji_n5_014|kanji_n5_019|kanji_n5_006|kanji_n5_012|kanji_n5_076|kanji_n5_047|kanji_n5_029,学生十時後大出友午九,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0036,N5,curated_original_reading_n5,36,job_ad,アルバイト募集,,job_ad,4,ad,アルバイト募集。駅前のパン屋で働く人を探しています。時間は朝六時から十時までです。土曜日と日曜日に働くことができる人がいいです。時給は千二百円です。,Arubaito boshuu. Ekimae no pan'ya de hataraku hito o sagashite imasu. Jikan wa asa roku-ji kara juu-ji made desu. Doyoubi to nichiyoubi ni hataraku koto ga dekiru hito ga ii desu. Jikyuu wa sen-nihyaku-en desu.,Lowongan kerja paruh waktu. Toko roti depan stasiun mencari orang untuk bekerja. Waktunya jam 6 sampai 10 pagi. Diutamakan orang yang bisa bekerja Sabtu dan Minggu. Upah per jam 1200 yen.,74,95,3,vocab_n5_0535|vocab_n5_0564|vocab_n5_0294|vocab_n5_0012|vocab_n5_0470|vocab_n5_0501|vocab_n5_0430,アルバイト|募集|駅前|パン屋|働く|人|探す|時間|朝|六時|十時|土曜日|日曜日|できる|時給|千二百円,grm_n5_052|grm_n5_005|grm_n5_023|grm_n5_029|grm_n5_048|grm_n5_113,の|で|人を探しています|から|まで|に|ことができる|がいいです,kanji_n5_083|kanji_n5_020|kanji_n5_004|kanji_n5_014|kanji_n5_023|kanji_n5_037|kanji_n5_007|kanji_n5_061|kanji_n5_001|kanji_n5_053|kanji_n5_008|kanji_n5_048|kanji_n5_033,駅前人時間六十土日千二百円,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0037,N5,curated_original_reading_n5,37,train_schedule,電車の時間,,schedule_transport,4,schedule,次の電車は八時二十分です。その次は八時五十分です。京都へ行く人は、二番線で待ってください。大阪へ行く電車は三番線です。,"Tsugi no densha wa hachi-ji nijuppun desu. Sono tsugi wa hachi-ji gojuppun desu. Kyouto e iku hito wa, ni-ban-sen de matte kudasai. Oosaka e iku densha wa san-ban-sen desu.","Kereta berikutnya pukul 8:20. Berikutnya lagi pukul 8:50. Orang yang pergi ke Kyoto, tunggu di jalur 2. Kereta menuju Osaka ada di jalur 3.",59,84,3,vocab_n5_0415|vocab_n5_0440|vocab_n5_0049|vocab_n5_0564|vocab_n5_0628,次|電車|八時二十分|その次|八時五十分|京都|行く|人|二番線|待つ|大阪|三番線,grm_n5_052|grm_n5_079|grm_n5_109|grm_n5_005|grm_n5_072,の|は|その|へ行く人|で|てください,kanji_n5_058|kanji_n5_065|kanji_n5_036|kanji_n5_014|kanji_n5_008|kanji_n5_007|kanji_n5_018|kanji_n5_022|kanji_n5_015|kanji_n5_004|kanji_n5_006|kanji_n5_013,電車八時二十分五行人大三,"{""schedule"": [{""train"": ""next"", ""time"": ""08:20""}, {""train"": ""following"", ""time"": ""08:50""}, {""destination"": ""京都"", ""platform"": 2}, {""destination"": ""大阪"", ""platform"": 3}]}",true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0038,N5,curated_original_reading_n5,38,weather_forecast,天気予報,,weather_forecast,4,forecast,明日の天気です。朝はくもりです。昼から雨が降ります。気温は二十度ぐらいです。傘を持って出かけたほうがいいです。,Ashita no tenki desu. Asa wa kumori desu. Hiru kara ame ga furimasu. Kion wa nijuu-do gurai desu. Kasa o motte dekaketa hou ga ii desu.,Cuaca besok. Pagi berawan. Mulai siang hujan turun. Suhu sekitar 20 derajat. Sebaiknya membawa payung saat keluar.,55,81,3,vocab_n5_0016|vocab_n5_0438|vocab_n5_0012|vocab_n5_0224|vocab_n5_0573|vocab_n5_0037|vocab_n5_0588|vocab_n5_0160|vocab_n5_0661|vocab_n5_0428,明日|天気|朝|くもり|昼|雨|降る|気温|二十度|ぐらい|傘|持つ|出かける,grm_n5_052|grm_n5_079|grm_n5_023|grm_n5_011|grm_n5_085|grm_n5_060,の|は|から|が|ぐらい|を|たほうがいい,kanji_n5_001|kanji_n5_071|kanji_n5_040|kanji_n5_080|kanji_n5_008|kanji_n5_007|kanji_n5_012,日天気雨二十出,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0039,N5,curated_original_reading_n5,39,clinic_hours,クリニックの時間,,health_notice,4,notice,さくらクリニックは、午前九時から十二時まで、午後二時から五時まで開いています。水曜日の午後と日曜日は休みです。初めての人は、保険証を持って来てください。,"Sakura kurinikku wa, gozen ku-ji kara juu-ni-ji made, gogo ni-ji kara go-ji made aite imasu. Suiyoubi no gogo to nichiyoubi wa yasumi desu. Hajimete no hito wa, hokenshou o motte kite kudasai.","Klinik Sakura buka pukul 09.00–12.00 dan 14.00–17.00. Rabu sore dan Minggu libur. Orang yang pertama kali datang, tolong bawa kartu asuransi.",76,97,3,vocab_n5_0256|vocab_n5_0253|vocab_n5_0009|vocab_n5_0328|vocab_n5_0501|vocab_n5_0671|vocab_n5_0530|vocab_n5_0564|vocab_n5_0661|vocab_n5_0230,クリニック|午前|九時|十二時|午後|二時|五時|開く|水曜日|日曜日|休み|初めて|人|保険証|持つ|来る,grm_n5_079|grm_n5_023|grm_n5_029|grm_n5_052|grm_n5_075|grm_n5_072,は|から|まで|ています|の|と|てください,kanji_n5_047|kanji_n5_020|kanji_n5_029|kanji_n5_014|kanji_n5_007|kanji_n5_008|kanji_n5_019|kanji_n5_022|kanji_n5_054|kanji_n5_001|kanji_n5_078|kanji_n5_004|kanji_n5_039,午前九時十二後五水日休人来,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0040,N5,curated_original_reading_n5,40,culture_festival,文化祭,,school_event,4,notice,来月、学校で文化祭があります。私のクラスはインドネシアの料理を作ります。食べ物は午前十一時から売ります。午後には歌の発表もあります。,"Raigetsu, gakkou de bunkasai ga arimasu. Watashi no kurasu wa Indoneshia no ryouri o tsukurimasu. Tabemono wa gozen juuichi-ji kara urimasu. Gogo ni wa uta no happyou mo arimasu.",Bulan depan ada festival budaya di sekolah. Kelas saya membuat masakan Indonesia. Makanan dijual mulai jam 11 pagi. Sore/siang juga ada pertunjukan lagu.,66,89,3,vocab_n5_0693|vocab_n5_0168|vocab_n5_0714|vocab_n5_0228|vocab_n5_0701|vocab_n5_0418|vocab_n5_0392|vocab_n5_0256|vocab_n5_0084|vocab_n5_0253|vocab_n5_0079,来月|学校|文化祭|私|クラス|インドネシア|料理|作る|食べ物|午前|十一時|売る|午後|歌|発表,grm_n5_005|grm_n5_012|grm_n5_052|grm_n5_079|grm_n5_060|grm_n5_023|grm_n5_034,で|があります|の|は|を|から|には|も,kanji_n5_039|kanji_n5_017|kanji_n5_031|kanji_n5_059|kanji_n5_064|kanji_n5_047|kanji_n5_020|kanji_n5_007|kanji_n5_002|kanji_n5_014|kanji_n5_019,来月学校食午前十一時後,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
read_n5_0041,N5,curated_original_reading_n5,41,final_mika_reading,読解チェック,,mixed_review,5,mixed,ミカさんは毎週土曜日に日本語を勉強しています。先月から漢字も始めました。漢字は難しいですが、駅や店の名前を読むことができるようになりました。来月、友達と日本へ旅行しますから、もっと勉強したいです。,"Mika-san wa maishuu doyoubi ni nihongo o benkyou shite imasu. Sengetsu kara kanji mo hajimemashita. Kanji wa muzukashii desu ga, eki ya mise no namae o yomu koto ga dekiru you ni narimashita. Raigetsu, tomodachi to Nihon e ryokou shimasu kara, motto benkyou shitai desu.","Mika belajar bahasa Jepang setiap Sabtu. Sejak bulan lalu ia juga mulai kanji. Kanji sulit, tetapi ia jadi bisa membaca nama stasiun dan toko. Bulan depan ia bepergian ke Jepang dengan teman, jadi ia ingin belajar lebih banyak.",98,123,3,vocab_n5_0617|vocab_n5_0470|vocab_n5_0353|vocab_n5_0188|vocab_n5_0652|vocab_n5_0092|vocab_n5_0639|vocab_n5_0490|vocab_n5_0690|vocab_n5_0430|vocab_n5_0693|vocab_n5_0469|vocab_n5_0662,毎週|土曜日|日本語|勉強する|先月|漢字|始める|難しい|駅|店|名前|読む|できる|来月|友達|日本|旅行する|もっと,grm_n5_048|grm_n5_023|grm_n5_034|grm_n5_092|grm_n5_082|grm_n5_052|grm_n5_113|grm_n5_067,に|ています|から|も|ました|ですが|や|の|ことができる|ようになりました|たい,kanji_n5_069|kanji_n5_094|kanji_n5_061|kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_050|kanji_n5_017|kanji_n5_083|kanji_n5_099|kanji_n5_051|kanji_n5_020|kanji_n5_075|kanji_n5_039|kanji_n5_076|kanji_n5_015,毎週土日本語先月駅店名前読来友行,{},true,true,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original N5-style reading passage. Not copied from official JLPT.
