id,jlpt_level,passage_id,passage_key,display_order,question_order,question_type,skill_focus,question_jp,question_romaji,question_id,choices_json,correct_answer_json,explanation_id,difficulty_order,points,time_limit_seconds,quiz_template_key,recommended_for_mvp,source_basis,source_url,review_status,notes
read_q_n5_0093,N5,read_n5_0031,season_preference,93,3,true_false,verification,春は暖かくて、花がきれいです。,,Musim semi hangat dan bunganya indah.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 暖かくて、花がきれいです。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0094,N5,read_n5_0032,online_class,94,1,multiple_choice_single,detail,明日の授業はどこでありますか。,,Kelas besok di mana?,"[{""id"": ""c1"", ""text"": ""オンライン"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""教室"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""図書館"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""学校の外"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""オンライン""}",Teks menyebut 授業はオンラインです。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0095,N5,read_n5_0032,online_class,95,2,multiple_choice_single,detail,何時までにパソコンをつけますか。,,Menyalakan komputer paling lambat jam berapa?,"[{""id"": ""c1"", ""text"": ""九時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""十時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""八時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""午後九時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""九時""}",Teks menyebut 九時までに。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0096,N5,read_n5_0032,online_class,96,3,true_false,verification,教室に来てください。,,Tolong datang ke kelas.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 教室には来ないでください。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0097,N5,read_n5_0033,bank_errand,97,1,multiple_choice_single,detail,どうしてお金を出すことができませんでしたか。,,Kenapa tidak bisa mengambil uang?,"[{""id"": ""c1"", ""text"": ""人が多くて、時間がありませんでした"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""銀行が休みでした"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""お金がありませんでした"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""雨が降りました"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""人が多くて、時間がありませんでした""}",Teks menyebut 人が多くて、時間がありませんでした。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0098,N5,read_n5_0033,bank_errand,98,2,multiple_choice_single,detail,いつまた銀行へ行きますか。,,Kapan pergi ke bank lagi?,"[{""id"": ""c1"", ""text"": ""明日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""今日の夜"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""来週"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""昨日"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""明日""}",Teks menyebut 明日また行きます。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0099,N5,read_n5_0033,bank_errand,99,3,true_false,verification,昼休みに銀行へ行きました。,,Saat istirahat siang pergi ke bank.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 昼休みに銀行へ行きました。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0100,N5,read_n5_0034,garbage_notice,100,1,multiple_choice_single,detail,ごみの日はいつですか。,,Hari sampah kapan?,"[{""id"": ""c1"", ""text"": ""月曜日と木曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""火曜日と水曜日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""水曜日だけ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""日曜日"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""月曜日と木曜日""}",Teks menyebut 月曜日と木曜日。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0101,N5,read_n5_0034,garbage_notice,101,2,multiple_choice_single,detail,ビンと缶は何曜日ですか。,,Botol dan kaleng hari apa?,"[{""id"": ""c1"", ""text"": ""水曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""月曜日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""木曜日"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""金曜日"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""水曜日""}",Teks menyebut ビンと缶は水曜日です。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0102,N5,read_n5_0034,garbage_notice,102,3,true_false,verification,夜にごみを出してもいいです。,,Boleh membuang sampah pada malam hari.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 夜にごみを出してはいけません。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0103,N5,read_n5_0035,student_dorm_rules,103,1,multiple_choice_single,detail,夜十時の後で、何をしてはいけませんか。,,"Setelah jam 10 malam, apa yang tidak boleh dilakukan?","[{""id"": ""c1"", ""text"": ""大きい音を出すこと"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""台所を使うこと"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""友達に会うこと"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""部屋にいること"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""大きい音を出すこと""}",Teks menyebut 大きい音を出してはいけません。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0104,N5,read_n5_0035,student_dorm_rules,104,2,multiple_choice_single,detail,友達を部屋に呼ぶのは何時までですか。,,Memanggil teman ke kamar sampai jam berapa?,"[{""id"": ""c1"", ""text"": ""午後九時まで"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""夜十時まで"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午後六時まで"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""朝九時まで"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""午後九時まで""}",Teks menyebut 午後九時までです。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0105,N5,read_n5_0035,student_dorm_rules,105,3,true_false,verification,台所は一人だけで使います。,,Dapur digunakan sendirian saja.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut みんなで使います。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0106,N5,read_n5_0036,job_ad,106,1,multiple_choice_single,detail,どこで働きますか。,,Bekerja di mana?,"[{""id"": ""c1"", ""text"": ""駅前のパン屋"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""駅の中の本屋"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""学校の食堂"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""カフェ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""駅前のパン屋""}",Teks menyebut 駅前のパン屋で。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0107,N5,read_n5_0036,job_ad,107,2,multiple_choice_single,detail,働く時間はいつですか。,,Jam kerjanya kapan?,"[{""id"": ""c1"", ""text"": ""朝六時から十時まで"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""午後六時から十時まで"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""朝十時から午後六時まで"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""土曜日だけ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""朝六時から十時まで""}",Teks menyebut 朝六時から十時まで。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0108,N5,read_n5_0036,job_ad,108,3,true_false,verification,土曜日と日曜日に働くことができる人がいいです。,,Diutamakan orang yang bisa bekerja Sabtu dan Minggu.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut hal itu.,4,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0109,N5,read_n5_0037,train_schedule,109,1,multiple_choice_single,detail,次の電車は何時ですか。,,Kereta berikutnya jam berapa?,"[{""id"": ""c1"", ""text"": ""八時二十分"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""八時五十分"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""七時二十分"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""九時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""八時二十分""}",Teks menyebut 次の電車は八時二十分です。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0110,N5,read_n5_0037,train_schedule,110,2,multiple_choice_single,detail,京都へ行く人はどこで待ちますか。,,Yang pergi ke Kyoto menunggu di mana?,"[{""id"": ""c1"", ""text"": ""二番線"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""三番線"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""駅の前"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""一番線"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""二番線""}",Teks menyebut 二番線で待ってください。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0111,N5,read_n5_0037,train_schedule,111,3,true_false,verification,大阪へ行く電車は二番線です。,,Kereta ke Osaka di jalur 2.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 大阪へ行く電車は三番線です。,4,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0112,N5,read_n5_0038,weather_forecast,112,1,multiple_choice_single,detail,明日の昼から何が降りますか。,,Mulai siang besok apa yang turun?,"[{""id"": ""c1"", ""text"": ""雨"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""雪"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""花"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""お金"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""雨""}",Teks menyebut 昼から雨が降ります。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0113,N5,read_n5_0038,weather_forecast,113,2,multiple_choice_single,detail,気温はどのくらいですか。,,Suhu sekitar berapa?,"[{""id"": ""c1"", ""text"": ""二十度ぐらい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""十度ぐらい"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""三十度ぐらい"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""五度ぐらい"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""二十度ぐらい""}",Teks menyebut 二十度ぐらい。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0114,N5,read_n5_0038,weather_forecast,114,3,true_false,verification,傘を持って出かけたほうがいいです。,,Sebaiknya membawa payung saat keluar.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 傘を持って出かけたほうがいいです。,4,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0115,N5,read_n5_0039,clinic_hours,115,1,multiple_choice_single,detail,クリニックは午後何時から開いていますか。,,Klinik sore buka mulai jam berapa?,"[{""id"": ""c1"", ""text"": ""午後二時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""午後五時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午前九時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""十二時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""午後二時""}",Teks menyebut 午後二時から五時まで。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0116,N5,read_n5_0039,clinic_hours,116,2,multiple_choice_single,detail,いつ休みですか。,,Kapan libur?,"[{""id"": ""c1"", ""text"": ""水曜日の午後と日曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""月曜日の午前"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""土曜日だけ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""毎日午後"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""水曜日の午後と日曜日""}",Teks menyebut 水曜日の午後と日曜日は休みです。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0117,N5,read_n5_0039,clinic_hours,117,3,true_false,verification,初めての人は保険証を持って来ます。,,Orang yang pertama kali datang membawa kartu asuransi.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 保険証を持って来てください。,4,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0118,N5,read_n5_0040,culture_festival,118,1,multiple_choice_single,detail,私のクラスは何を作りますか。,,Kelas saya membuat apa?,"[{""id"": ""c1"", ""text"": ""インドネシアの料理"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""日本のカレー"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""ケーキ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""ラーメン"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""インドネシアの料理""}",Teks menyebut インドネシアの料理を作ります。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0119,N5,read_n5_0040,culture_festival,119,2,multiple_choice_single,detail,食べ物は何時から売りますか。,,Makanan dijual mulai jam berapa?,"[{""id"": ""c1"", ""text"": ""午前十一時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""午後十一時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午前九時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""午後二時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""午前十一時""}",Teks menyebut 午前十一時から。,4,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0120,N5,read_n5_0040,culture_festival,120,3,true_false,verification,午後には歌の発表もあります。,,Sore/siang juga ada pertunjukan lagu.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 午後には歌の発表もあります。,4,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0121,N5,read_n5_0041,final_mika_reading,121,1,multiple_choice_single,detail,ミカさんはいつ日本語を勉強していますか。,,Mika belajar bahasa Jepang kapan?,"[{""id"": ""c1"", ""text"": ""毎週土曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""毎日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""日曜日だけ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""先月だけ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""毎週土曜日""}",Teks menyebut 毎週土曜日に。,5,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0122,N5,read_n5_0041,final_mika_reading,122,2,multiple_choice_single,detail,ミカさんは何を読むことができるようになりましたか。,,Mika jadi bisa membaca apa?,"[{""id"": ""c1"", ""text"": ""駅や店の名前"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""新聞全部"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""難しい本"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""友達の手紙だけ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""駅や店の名前""}",Teks menyebut 駅や店の名前。,5,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0123,N5,read_n5_0041,final_mika_reading,123,3,multiple_choice_single,reason,どうしてもっと勉強したいですか。,,Kenapa ingin belajar lebih banyak?,"[{""id"": ""c1"", ""text"": ""来月、日本へ旅行しますから"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""漢字が簡単ですから"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""友達が来ませんから"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""土曜日が休みですから"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""来月、日本へ旅行しますから""}",Teks menyebut 来月、友達と日本へ旅行しますから。,5,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
